author,content
YouTube,@AmazingPhil We did and it was a little prickly.
YouTube,"@wolfieraps Congrats, so deserved! 🙌🎉"
YouTube,@johngreen *cries quietly and whispers* Okay? Okay.
YouTube,@TTLYTEALA @IISuperwomanII We have so much love for this love. ❤️
YouTube,Yo! His name’s @DaveedDiggs and he’s here to say he loves rubber duckies in every way. 🐥🐥🐥 https://t.co/bUlxGeP8Gu https://t.co/ZX5NCm26T1
YouTube,"Literally, no thanks. https://t.co/E6d8CP51sV https://t.co/F4qsrUNPkY"
YouTube,".@BebeRexha’s written songs for David Guetta, G-Eazy, and Nick Jonas.

Now hear her single “I Got You” →… https://t.co/xgrS8hwKqC"
YouTube,Uncovering the rich history of Russia: ANIMATED! https://t.co/0ZW1qt55Tw https://t.co/Ahu4YgNvxd
YouTube,"""Society doesn't correlate disability w/ being attractive...but we CAN be stylish, gorgeous, stunning &amp; FABULOUS.""… https://t.co/dDckmYk0dE"
YouTube,"When your life feels like a three-ring circus, maybe it’s time for a job change. https://t.co/6zsB0WOHpB https://t.co/vRXMWnTapc"
YouTube,"🚫 NO
🚫 PANTS
🚫 ALLOWED

https://t.co/NeBE7rVs7V https://t.co/qzyWSZ5iV4"
YouTube,"🍃🌿🌱👹🌱🌿🍃

A chilled-out animated jungle adventure with @cheloumusic → https://t.co/NGHrusmHYG https://t.co/BgsY1KzCoD"
YouTube,@AnnaAkana Cats + reviews + space jokes = our kind of content
YouTube,@sWooZ1e heyy
YouTube,@RomanAtwood Two HUGE accomplishments! Congrats. 🎊🎄
YouTube,@gracehelbig Real talk: Why didn’t anyone serve Vacation Dad Realness at the Golden Globes?!
YouTube,@rhettandlink Here’s to another five years of GMM! 🎂🎉
YouTube,"❄️ BRRRRR ❄️

360° polar plunge → https://t.co/dcdHQzDumR https://t.co/5DDP7GATp7"
YouTube,"When this baby hits 100 MPH, you’re gonna see some serious stuff. https://t.co/J1x6KfgoVK https://t.co/PANajl5JKw"
YouTube,Grime MC @Elfisworld goes from the UK to Ethiopia for “Reload That” → https://t.co/I98UweHy6F https://t.co/AkrBxIEJJ7
YouTube,"If you ever wanted to feel like a graceful snowbird, this is your chance. https://t.co/KOFU2UgRpR https://t.co/Vhr762tk8K"
YouTube,70 people tell you their goals in life. What’s yours? https://t.co/4oIDfNvWz4 https://t.co/FYt3kwVrEx
YouTube,"Hey, Miss Murder can I … put on a new @AFI song?

“Snow Cats” → https://t.co/MSp8GhHbFL https://t.co/qd684AsQTw"
YouTube,Relax with @DirtyProjectors in a Little Bubble → https://t.co/nzZQ2unR1J https://t.co/URZCUDjxMg
YouTube,"Get ready to feel the feels 😚  😍  💋

@edsheeran’s in love with the #ShapeOfYou. https://t.co/1KlFjYTHFn https://t.co/L04hJfsLoz"
YouTube,.@Tinashe just dropped the highly anticipated video for #Company. Get ready → https://t.co/JcyrUZC6Wb https://t.co/esPGptJWmZ
YouTube,@JoeyGraceffa 🙈🙈🙈
YouTube,@lizakoshy Never give up when it comes to dad jokes.
YouTube,@jennmcallister [Adele voice] the outside
YouTube,@GloZell 🎶 We’ve been watching this all night. We’ve been watching this all day. 🎶
YouTube,@allicatttx We can’t wait either.
YouTube,.@edsheeran ponders the passing of time as he points himself homeward in the lyric video for #CastleOnTheHill.… https://t.co/471VqqOTr8
YouTube,"The song that’s stuck in everyone’s heads today … https://t.co/twGU8Q5arp

Happy #BeanDay! https://t.co/sKY06Lt9VJ"
YouTube,"Tell ‘em toy, bye. Toy, bye. https://t.co/zkQXT5nmta https://t.co/mxfyR8v7jK"
YouTube,@RobertC71954164 😸
YouTube,@MKBHD Can’t wait for your take on everything!
YouTube,@MegsDeAngelis @IISuperwomanII 🙋🙋
YouTube,@SimoneGiertz The future is now.
YouTube,@thetomska T 👏 B 👏 T 👏
YouTube,Welcome to the world’s first poo-seum. It stinks here. 💩 💩 💩 https://t.co/CUxm67QQnX https://t.co/mFCBMnyCxK
YouTube,"🔪🍣🔪🍣🔪 sushi girl gang 🔪🍣🔪🍣🔪

Japan’s only all-female sushi house → https://t.co/chhyZIqzkZ https://t.co/3i4cKQbJpK"
YouTube,It’s #NationalBirdDay so we found this video for your cat → https://t.co/6wpigcjOMQ https://t.co/LPEkgdCvT3
YouTube,"He’s not afraid (not afraid)
To take a stand (take a stand)
Everybody (everybody)
Come take Arthur’s hand →… https://t.co/BCeF2koXHw"
YouTube,"""Captain America: Civil War""

DIY edition → https://t.co/mTcYDFNmqg https://t.co/epsp50PElN"
YouTube,"tfw the mystery deepens

Chloe investigates … grandparents? → https://t.co/OZ01Tot4fk https://t.co/Zpw8nPdQLs"
YouTube,Coming out isn’t always easy — here’s what it looks like. https://t.co/8LWhVK5Ko7 https://t.co/7R71i8GoYm
YouTube,"It’s a long way home for @Sia.

“Never Give Up” from @LionMovie → https://t.co/CUtjnmrx5P https://t.co/O3yRKgnCvL"
YouTube,"Two toys enter. Only one can survive.

Iron Man vs. Kylo Ren in 360° → https://t.co/clYig2Uysy https://t.co/vgHDxBzfI3"
YouTube,Especially if they snore. https://t.co/eNbNpxIVdI https://t.co/TgJh0gvOEj
YouTube,"Third-wheeling is never fun, especially when one wheel is your brother.

Get ready for a weird #FoursomeShow date… https://t.co/pnfwJ81LMc"
YouTube,@ConnorFranta Modern art.
YouTube,@natalietran Oh … that was ours …
YouTube,@ingridnilsen It’s the only way to travel. 💁🍞
YouTube,"@BoxPikachu
👀 👀 👀
👀 🍝 👀
👀 👀 👀"
YouTube,You better lose yourself … to #NationalSpaghettiDay 🍝 🍝 🍝 https://t.co/7lwmI9dpy9 https://t.co/cihsxOrzfU
YouTube,"Surprisingly, this is NOT how you house-train Whiskers. https://t.co/zTDXVHgQS4 https://t.co/BV1ofhLLIy"
YouTube,Card tricks that won’t get you banned from Vegas → https://t.co/IIKCjmkXjh https://t.co/FwQBAWi7b6
YouTube,tfw ur walkin in a winter wonderland https://t.co/7bEer9SIGm https://t.co/aICLiEKYqV
YouTube,‘Cause he’s cooler than a polar bear’s toe nails. https://t.co/ndjYM7BCmQ https://t.co/MGALpV7dpi
YouTube,@rhettandlink That’s probably for the best. 🚫🔪
YouTube,"@ijustine We’ll only let you in our kitchen if you film it, OK?"
YouTube,@gracehelbig @tyleroakley Ultimate 2017 inspiration.
YouTube,@yolanda_gampp We’re gonna need to take this on our next vacation.
YouTube,@markiplier Congrats! So deserved. 🎉
YouTube,"✨ Ta Daaaaaaaaa! ✨

@RosannaPansino and @markiplier just a made batch of super nummie Play Button Cupcakes.… https://t.co/SOrYly2itu"
YouTube,"Happy #FestivalOfSleepDay! https://t.co/YmixsDiyZF

  🌳    🌳         🐑       🌳
🐑🌾🐑🌾⍑⍑⍑⍑⍑🌾🐑🌾🐑 https://t.co/8scCuXxNeM"
YouTube,The title says it all: Awesome &amp; hypnotic video filmed inside an impressive forgery using a massive pneumatic Hamme… https://t.co/9s35OPjasn
YouTube,CUT. IT. OUT. https://t.co/pNMA7qCow3 https://t.co/Sb8Ywibgrt
YouTube,"The times they are a-changin’ now, dude. https://t.co/TeU8G8GLUB https://t.co/0zA4LGbuBI"
YouTube,OMG JUMP SCARES R US!!! 😱 😱 😱  https://t.co/ebi36sQIrw https://t.co/KkIe4TBSVw
YouTube,"KEEP THIS STUFF AWAY FROM CATS, MEOW! 🙀🙀🙀 https://t.co/R08apeBvyU https://t.co/8FJYoxSuBA"
YouTube,"This took a lot of work work work work work.

Top Hits of 2016 in 3 minutes by @UsTheDuo → https://t.co/G0KQs81NTu https://t.co/qTyfRnPpCP"
YouTube,Theodore Roosevelt vs Winston Churchill. Who won?  https://t.co/hdSNvLxlxU @ERBOfHistory https://t.co/64eSXEWrS2
YouTube,Happy holidays. Have some cute → https://t.co/h3LTMzQ3ee https://t.co/GbKM3P1E42
YouTube,"What a year 🙁

A playlist of vids to remember 2016's fallen heroes → https://t.co/I9ZjNmNUkK https://t.co/PcpQOcy04c"
YouTube,"Some wise words from the #ParanormalActionSquad.

Episode 8 up now → https://t.co/M7QsYJA4x8 https://t.co/EksvOIrDyG"
YouTube,"International relations have never been so complicated.

Model UN changes everything in the latest #FoursomeShow →… https://t.co/Lt3PS3r9RJ"
YouTube,"Now you can watch ""Home Alone"" in 8-bit, ya filthy animals→ https://t.co/aPSKifPlh2 https://t.co/2q7NmaEK2C"
YouTube,Say yeah yeah yeah! https://t.co/KR5z4LbFiM https://t.co/iY0ye5HsGU
YouTube,🤖 soon 🤖  https://t.co/1hzWFIzg79 https://t.co/ubi4zDzgpG
YouTube,"Welcome to the land of 10,000 lakes. https://t.co/qR2QDrKdi8 https://t.co/NEqj4sWhOy"
YouTube,The Hydraulic Press Channel's been on fire this year! https://t.co/CshAFxvcpK https://t.co/HWoNVQeJn5
YouTube,"Hey, look … penguins. https://t.co/Uad7inXxNS https://t.co/2WQNPMbB2U"
YouTube,The Unipiper gets his Christmas groove on. https://t.co/alJ6npEZWO https://t.co/JlWes8xB0K
YouTube,"Super Mario, Run! For real. https://t.co/XTdIhsmFRb https://t.co/RGXbiNBRV3"
YouTube,Spend your Christmas with @IAMLILBUB. https://t.co/wAWLyHsn0v https://t.co/YRrMt5rWg8
YouTube,"Seasons greetings from @gnash and YouTube
→ https://t.co/ZMB340ZR9v https://t.co/mpjBC7Tzif"
YouTube,"You’ll shoot your eye out! Or will you?

Myth-testing Christmas movies with SCIENCE EXPERIMENTS →… https://t.co/JRXJpc0Ufj"
YouTube,"These violent delights have totally radical computer generated endings.

Westworld gets a retro TV remake →… https://t.co/3oy74Y8z5C"
YouTube,"🇯🇵 🚴 💨

Tour the streets of Tokyo with @nigelsylvester → https://t.co/6cqgsoDPAF https://t.co/C3pPscRjtE"
YouTube,😀 😓😠 ← Pick one. https://t.co/lkXSXU2KCE https://t.co/C8qrejWwJS
YouTube,Here's why you won't be munchin' on Blitzenburgers this Christmas. https://t.co/ARWdwd6Pqd https://t.co/NVVndafQCy
YouTube,Dance like it's Christmas and you're a funky funky pine tree. 💃 🎄💃  https://t.co/SKiMKtJJkX https://t.co/rguZZ0SSIU
YouTube,In case you've been holding out for that pie in the sky … https://t.co/sgdTBwTDw1 https://t.co/By7QxoEm5e
YouTube,The life of a yo-yo virtuoso. https://t.co/Xcc8jLmgYS https://t.co/rsEJJJMcdh
YouTube,Think about how long this must've taken. https://t.co/eKUaXdeIb5 https://t.co/z0OJRMjPHB
YouTube,"On the first day of Christmas, her true love gave to her …

A total nightmare. https://t.co/heDbyZXnMj https://t.co/7XgeXL0Q0A"
YouTube,"Bring it, Dwayne-a-claus!

@TheRock reinterprets a Christmas classic → https://t.co/yFtbmblXAM https://t.co/YeTmYcSoJJ"
YouTube,"Christmas came early this year for @JohnLegend! Congrats on your 1 BN views for ""All of Me."" https://t.co/X0hnL6puRz https://t.co/Hib6rSLgm8"
YouTube,All we want for Christmas is to understand why we love this @MariahCarey song so much. https://t.co/r7VEyb9Bff https://t.co/Nu3Pbsjmp8
YouTube,Darth Santa's back and now he's got a little helper. https://t.co/kEIEkLv2YT https://t.co/Uuxt3Ob66y
YouTube,"On the 12th day of Christmas #12DeadlyDays gave to us … one shocking conclusion.

🎁 Watch now 🎁 →… https://t.co/hbU022BhIK"
YouTube,@todrick @milliebbrown On a scale of 1 to 10 this is an Eleven.
YouTube,@JoeyGraceffa Our kind of Christmas party. 🎉❄️
YouTube,@ingridnilsen It’s the cherry on top of a great OOTD. 🍒
YouTube,@tweetsauce It’s so serene. 😍
YouTube,@AmazingPhil *resists the urge to make a “philisnotonfire” joke*
YouTube,"Get ready for @BrittanyFurlan to ghost you this Christmas. Literally.

Today’s 👻 episode of #12DeadlyDays →… https://t.co/iXMfwumhs1"
YouTube,@ProSyndicate 🤔🤔🤔
YouTube,"And now a word from #ParanormalActionSquad’s resident a-hole …
Episode 7 up now → https://t.co/8rPioMs0TL https://t.co/wzRla5uccW"
YouTube,"Get ready for #FoursomeShow: Unplugged

See what happens when the gang goes phone-less in this week’s episode →… https://t.co/poxKdhYVqn"
YouTube,"@checkthepills ""Music comes first for me.  the chords, the melody, the cadence comes first.  All that leads to lyrics."" - @johnlegend"
YouTube,"@EpicChicago13 ""Chrissy's really been in charge of Luna's Christmas presents.  I have no idea.  I focus on her mom's presents."" -@johnlegend"
YouTube,Thanks for celebrating with us! Let's get @johnlegend’s #LOVEMENOW video to a BILLION views next. Watch it here https://t.co/tpbleMTfCX
YouTube,"@BethDoctor ""Love is love.  I'm happy for every couple that finds love and makes it last."" - @johnlegend"
YouTube,"@MiketheG3 ""I don't know.  I'm sure there are experts on this.  Chemistry, communication, respect, trust and fun!"" - @johnlegend"
YouTube,"""Professionally, the tour.  Personally, watching my little Luna grow up."" - @johnlegend https://t.co/e8bFYZa0ZV"
YouTube,"@roxrub ""Lake Como in Italy.  We fell in love there in 2007.  Got married there the week we shot the video."" - @johnlegend"
YouTube,"@mthjaCR ""hmmm.  so many beautiful places.  The Riverside Church in NYC a few weeks ago was amazing.  One of the best."" - @johnlegend"
YouTube,"@IAmChaotic_ ""Stevie Wonder, Marvin Gaye, Nat King Cole, Nina Simone, Aretha Franklin."" - @johnlegend"
YouTube,"@aliwehr ""Well, the only challenge is to try to make it great.  Keep working on it til it's great or scrap it."" - @johnlegend"
YouTube,"@teremanchego ""Song playing when she was born:  Superfly by Curtis Mayfield. 1st line: Darkness of night, with the moon shining bright."" -JL"
YouTube,"@teremanchego ""Then we coincidentally named our daughter Luna (the moon, the light in the darkness)"" (2/3)"
YouTube,"@teremanchego ""I name all of my albums based on the themes that emerge from the songwriting."" (1/3)"
YouTube,"""Work hard at being the best at your craft.  Develop your skill and your voice. Meet people who can help."" -… https://t.co/mu070b2rki"
YouTube,"@tystiklorius ""My top 3:  Darkness &amp; Light, Overload and Right By You."" - @johnlegend"
YouTube,"""I love ""This Christmas"" by Donny Hathaway, ""Someday at Christmas"" by Stevie, ""Chestnuts Roasting..."" by Nat King C… https://t.co/bnDd3WLp5n"
YouTube,"@Joy_Constancia ""Pretty amazing!  I couldn't have imagined how huge this song would be.  I'm so grateful!"" - @johnlegend"
YouTube,"""We're starting new traditions this year.  It's our first Christmas at home with our own tree and, of course, Luna.… https://t.co/Nw0nD57gPt"
YouTube,"@O_Dolly ""More news soon!  But we will see you in 2017!"" - @johnlegend"
YouTube,"@icaroline_tapia ""I'm inspired by music I listen to.  I'm inspired by life, especially my wife &amp; my daughter."" - @johnlegend"
YouTube,"@blkgrlpoet ""Yes she has.  She heard it in the studio when we finished it.  Hopefully she'll learn to love it."" - @johnlegend"
YouTube,"""Of course I will!  I imagine I'll perform it for every tour for the rest of my life!"" - @johnlegend https://t.co/4yZJkTLkZH"
YouTube,“The key is to give back. Give back at all times.” -- @djkhaled-claus. 🔑 🎄 🎅  https://t.co/So4T9R1taB… https://t.co/Iq4fP6dLQL
YouTube,💋 😱  Holy Cow! 😱 💋 https://t.co/vAcKRjWKX0 https://t.co/dKAuGbQGEK
