author,content
katyperry,Confused? Overwhelmed? Here's the brief you need to get the gist: https://t.co/4dwGgeRwMT
katyperry,At midnight we MANIFEST ✨🌚✨
katyperry,YES LA KEEP LEADING THE WAY ❤️ https://t.co/4LcjvCDJ4U
katyperry,"It's time to turn words into action❗️There are so many steps to take, but my first vow is to… https://t.co/1DwETGXbed"
katyperry,"Thank you to the men and women protecting Freedom, Liberty, and Equality for all. 🙏🏼🇺🇸 https://t.co/0LcB7VYDrx"
katyperry,"From Pastor John Pavlovitz ""This is not about losing an election"" https://t.co/vVxyZvkyYI"
katyperry,Lets also work on the hearts and minds of this country and that is how real change will begin.
katyperry,"Remember to take care of your mental health. Talk with counselors/therapists/ur tribe. Lean on your friends, don't stop communicating."
katyperry,We need more courageous men like this to speak up and say that there is GREAT examples of men out there: https://t.co/daRuHfysSm
katyperry,🙏🏼🇺🇸PEACEFULLY PROTEST🇺🇸🙏🏼
katyperry,Fight for what is RIGHT.
katyperry,Do not sit still. Do not weep. MOVE. We are not a nation that will let HATE lead us.
katyperry,WE WILL NEVER BE SILENCED. #LOVETRUMPSHATE
katyperry,POWER TO THE PEOPLE
katyperry,RISE UP
katyperry,THE REVOLUTION IS COMING.
katyperry,WE WILL NEVER BE SILENCED.  https://t.co/Co4CYBXg8j
katyperry,Gonna cry my false eye lashes off tonight. ❤️🙏🏼🇺🇸
katyperry,Throw back to Oct 25th when I gave myself the best bday prezzy ever by voting for my girl… https://t.co/i68TG6Ixi1
katyperry,HOPE YOU ARE ROARING YOUR WAY TO THE POLLS STILL! 👊🏼🦁🐯❤️🇺🇸: https://t.co/tNQit6ZIA6
katyperry,"✔️ote #Yeson64! Let's rewrite our narrative California❗️

https://t.co/myS49evfEf by @dreamhampton"
katyperry,🔮 https://t.co/aFzxsIRfhn
katyperry,If hell had a smell it would be used dental floss and earring backs. 😷
katyperry,My name is 🐶 Nugget 🐶 and I approve this message. GO ✔OTE❗Find out where: https://t.co/rL2nZQ97cd https://t.co/qgoUYddQaC
katyperry,"Want niche? Inside jokes? Mega Meta? Think ur the only 1 thinking the demented way ur thinking? Go see ""Oh Hello"" on Broadway &amp; find ur ppl."
katyperry,HILL-ADELPHIA FTW! In less than 3 days be apart of HISTORY and make #HERstory 🇺🇸 #november8th… https://t.co/pNV46unbxj
katyperry,omg idk this is totes my vocab https://t.co/WEYhIPxB4Q
katyperry,Done with my 🎄Christmas🎄shopping ✔️ https://t.co/wW8n4SirXx
katyperry,🎣🐟🐠🐋
katyperry,AYE! 📲 Text ROAR to 47246 to score free 🎟 to see me &amp; @HillaryClinton this Saturday in PHILLY! (I'll be the one singing 🎤) #LoveTrumpsHate❤️
katyperry,Welp. The airline lost my luggage so I guess I'll just wear my tracksuit for Halloween 💁🏻 Now THAT'S scary. 🎃
katyperry,"🎃MY FAM &gt; YOUR FAM🎃

I have roots from both Santa Barbara and Arkansas (think Appalachian… https://t.co/lOfgWsoS09"
katyperry,@PrismsPerry like I work on myself so I can be better for me and you ❤️
katyperry,@perrysmic not really but sometimes I don't know my own strength 😔
katyperry,@focusonreid great get your Pantone book out
katyperry,"My fav combo of ppl all in one pic, I only roll with world changers❗️ https://t.co/oH37gAsO7c"
katyperry,Halloween 2k16 🇺🇸💯🙏🏼 https://t.co/vCweRxoeun
katyperry,"Thanks @COVERGIRL for keeping everyone clean-cut and QT at Hudson High, Home of the Poodles. 💋,… https://t.co/Txo3zIPtBl"
katyperry,"❤️BILL &amp; HILL 4EVA❤️
Hair, makeup &amp; prosthetics by: @TonyatAlterian makeup_man… https://t.co/kI4nL7EcMv"
katyperry,Having a little pre party before I take office #IMWITHME Cheers to… https://t.co/7SzIzrmwv0
katyperry,HBD BOSS❗️🎂🎁🇺🇸 https://t.co/0M4BKpNt82
katyperry,just went in the pit @kanyewest for my bday. 32 is lookin ⬆️
katyperry,GAVE MYSELF THE BEST BIRTHDAY PRESENT EVER BY VOTING TODAY❗️Wish hillaryclinton a Happy Birthday… https://t.co/F53ik6Tkg9
katyperry,Help me celebrate my birthday with the purchase of a lifesaving @UNICEF Inspired Gift! https://t.co/R2rSxS1rm7 🎂 #childrenfirst ❤️
katyperry,@wtfkates yeah but 32 is 23 backwards so 🍷
katyperry,@sella_sandra also this is real and not an edit I can tell by the icing I'm so proud of u
katyperry,@greg_wells go to bed dad
katyperry,@KatyCute_  nugget❗️
katyperry,@caitsperry combo
katyperry,@katyperryforum I'm Kanye
katyperry,Aw. You made me cry. Love you fam. ❤️ https://t.co/UBITydazRs
katyperry,@cynthialovely you're clever
katyperry,Dope s/o 🙌🏼 https://t.co/d4sYO5oxQr
katyperry,level 32.
katyperry,When you go dorm to dorm for @HillaryClinton @unlv: https://t.co/QhpekuVTur
katyperry,tap it if you're nasty @ UNLV Campus https://t.co/vDHH4kAVLO
katyperry,@radiantjareau so qt
katyperry,@KatyCute_ this edit lol
katyperry,@sella_sandra my birthdays soon💅🏼
katyperry,@KpCatt @HillaryClinton next level
katyperry,@perrysoldier Welcs ho
katyperry,@lillysgomez @lucycowell14 not for long👋🏼
katyperry,"@perrysoldier make fun of me now, thank me later 💅🏼"
katyperry,@DanielaR1205 vitamins
katyperry,@katycatSWEDEN album artwork
katyperry,@perryicecream always in October
katyperry,@johnlordperry tears of my doubters
katyperry,@xamyrosex knock knock
katyperry,Using our voices ❤️🙌🏼 https://t.co/FvX6dfl7lJ
katyperry,Link up link up link up: https://t.co/5pUZVKW9qZ @tyleroakley
katyperry,clique/tribe/fam https://t.co/7BNHSC5cLx
katyperry,@wtvrlara omg let me live I'm out preaching the good news bb
katyperry,Just like a casual FYI 💁🏻 https://t.co/wJti7E2bWH
katyperry,@katycatwendy I had to get relatable bb  💁🏻
katyperry,Ain't no messing with my nasty woman click ❗️ https://t.co/zcJFP06EYy
katyperry,RT if ur nasty  https://t.co/fMtOHV5crN
katyperry,I'm bringing the glitter...and the knowledge❗👊🏻 https://t.co/t1wnM9v4MN https://t.co/le95tNIEhi
katyperry,I love when everything starts to align for transformation time...✨
katyperry,"Well, guess this means it's time to get out of my tracksuit...👗 https://t.co/Rl9cSQWlLv"
katyperry,@beatsbydre bravo on this timing 🙌🏼
katyperry,HAPPY BIRTHDAY PEPPERONI (also this is legit how I speak to nugget) https://t.co/wCCkHWQKPm
katyperry,MAKE LYRICS GREAT AGAIN❗️cc Max Martin &amp; Shellback
katyperry,Ok back to the studio for me. 2017 is gonna tight af. 🔥
katyperry,Where's the after party🍷 @chelseahandler @sallykohn @SarahKSilverman @BetteMidler @shannonwoodward @getglucky
katyperry,@shannonwoodward he didn't go down to the people
katyperry,Someone count how many times he is clenching his jaw as she speaks. Crazy. #debates
katyperry,RT if you're already preparing a seat at the table for @HillaryClinton 🙌🏼
katyperry,@HillaryClinton Scorpio season is coming ✨ https://t.co/ME2n0IQnoB
katyperry,@shannonwoodward im sleep watching
katyperry,"@cher don't worry, honestly you can get back in the tub if you like, she's got this. ❤️ https://t.co/UqUfQ9OYm8"
katyperry,screenshots are forever ❤️ https://t.co/3NNVHJ1d6b
katyperry,"I'm over it, been over it  https://t.co/9uFec9dyok"
katyperry,Cab or Malbec 🍷?! https://t.co/LEqlhvO6hl
katyperry,CELEBRATE OUR DIVERSITY AND LIFT PEOPLE UP🙏🏼 @HillaryClinton
katyperry,THAT TIMELINE 🎤⤵️🔥 @HillaryClinton
katyperry,No! 1. It's not happening and 2. Always stay and peacefully protest.  https://t.co/3bYoUbOh1g
katyperry,@rejectedjokes this was worth the double tweet
katyperry,covergirl #ad  https://t.co/seJck6KQUf
katyperry,He doth protest much... https://t.co/pIbxvqtl0E
katyperry,My favorite mic drop so far 🎤⤵️ https://t.co/NBdRJt78Jy
katyperry,OMG THE PUPPET MEMES #DEBATES IM SCREAMKNG
katyperry,Si señorita  https://t.co/JTMA1S4ZpL
katyperry,"She said ""he should meet in real life!"" Lol!  https://t.co/zBO9mHZUSI"
katyperry,Tweet of the night.   https://t.co/uBojPBsb5s
katyperry,YES I LOVE THAT WE ARE GETTING INTO REAL ISSUES EVEN UNCOMFORTABLE ONES❗️#debates
katyperry,@SarahKSilverman man? lol. baby!
katyperry,@jonlovett tru. Baby's back.
katyperry,I love when she lays out the rules like the boss she is #debates
katyperry,MY WHITE ANGEL @HillaryClinton
katyperry,@rejectedjokes why didn't we plan an after party
katyperry,@chelseahandler I'm gonna miss these online hangs
katyperry,YOU GOT THIS @HillaryClinton #DEBATES https://t.co/IZgi0yL9T2
katyperry,Just got out of therapy and had a mindful meditation. I AM READY FOR THE #DEBATES
katyperry,🎣
katyperry,"S/O to my A&amp;R gal @getglucky for this defining quote ""You can be too arty and lose your audience or you can be too charty and lose your art"""
katyperry,@yungskeeter so niche and I like it
katyperry,Felt like a fairy godmother last night in @marchesafashion for @childrensla ❤️ https://t.co/N4pZr76GYl
katyperry,This was one of my favorite parts of the night. ❤️ https://t.co/m7k6AvrFNl
katyperry,I hope there are side by side graves for both steel drums and chokers in 2k16
katyperry,Throwing rose petals at the club. 🌹
katyperry,There's a lot of women making HERstory this election cycle! Find them up AND down the ballot Nov… https://t.co/HVEup5Qoia
katyperry,Investing in girls helps them build better lives and creates a more peaceful and prosperous world for ALL. RT if yo… https://t.co/mweKT8UJeK
katyperry,Just wrapped another great @COVERGIRL shoot. Honored to have the pleasure to announce the very… https://t.co/8vq7UPwKhf
katyperry,There's a few brains I would like to see science dissect after full utilization and @Sia's should be one of them. ILYSM ❤️
katyperry,"Finally, last debate is OCT 19. FIGURE OUT A WAY TO COVER MORE ISSUES. #debate"
katyperry,Twitter world: it's spelled Hillary with 2 L's (but I kinda have no room to talk re typos🙄)
katyperry,YES THIS ⤵️ https://t.co/2VTRjE18I9
katyperry,I'm so glad for #earlyvoting #debates
katyperry,@BetteMidler I'm coming over with a bottle
katyperry,Make #karlbecker #1 TT if you have a ❤️
katyperry,#KarlBecker
katyperry,MY HEART GOES ON
katyperry,#DROPTHEMICHRC
katyperry,. @RonanFarrow measly numbers 💅🏼
katyperry,COME ON WE DONT HAVE TIME TO MISS THIS https://t.co/3ERvxQ29hd
katyperry,@RonanFarrow GIF u kno
katyperry,@RonanFarrow this is what the meme was created for 🙌🏼
katyperry,I notice these are not built in mics tonight...PLEASE DROP THE MIC TONIGHT HILL! 🎤⤵️ @HillaryClinton #DROPTHEMICHRC #debates
katyperry,YAS https://t.co/1HamnIK1i8
katyperry,"*teeth, you get it."
katyperry,WHAT IT MEANS TO SMILE WITH YOUR MOUTH #YOUGOTTHIS https://t.co/QjyReSoivF
katyperry,RT IF YOU ARE YELLING AT THE TV RIGHT NOW. #debates
katyperry,KEEP THEM NOTES 📝 @HillaryClinton
katyperry,Lol 👏🏼 https://t.co/E4la8PI5Kw
katyperry,#GETTOTHEPOLICIES  https://t.co/1cE23FHqVr
katyperry,I KNOW #GETTOTHEPOLICIES  https://t.co/Z9O29t0Kyh
katyperry,"PUSSY, say it!  https://t.co/2dHfe7QVkY"
katyperry,BEST joke of the year https://t.co/Z77g8WC9WC
katyperry,@shannonwoodward beta blockers
katyperry,SLOW AND STEADY WINS THE RACE. 🐢❤️🙌🏼 #YOUGOTTHISHRC  https://t.co/IXsTRwDw59
katyperry,DON'T SHAKE HIS HAND #debates
katyperry,"...police reform, gun control, mental health awareness, women's rights &amp; affordable education @HillaryClinton #Debates"
katyperry,"Difficult subjects I'd like to hear thoughts on tonight are: national security, climate change, excess incarceration (aka modern slavery)..."
katyperry,...lays out her policies about difficult subjects to an audience that is already preparing a seat at the table for her 🙏🏼
katyperry,My wish for tonight's #Debates is that @HillaryClinton ignores the troll's time-wasting distractions and...
katyperry,"I dare you to stay home from the club tonight and get woke, I am: https://t.co/urCKMJvZfK"
katyperry,Gone fishin 🎣 https://t.co/LQS6Z9fNH0
katyperry,@KatysMyHabibi Nope. I would stay and peacefully protest. 🙏🏼
katyperry,"@sella_sandra it was one of those classic ""celebs should keep their opinion to themselves lols"""
katyperry,"Wait...he is a celeb...so what ur saying is...don't use your voice...BUT run for president! Oh! Got it, thanks ❤️🙌🏼 https://t.co/IvJXAGKsr5"
katyperry,"L👀k! I found the new trump campaign clip, watch here: https://t.co/bOeW8CRYIW #happyhalloween? #NSFW"
katyperry,"Finally, some light at the end of the tunnel!  https://t.co/GOH9wfzw5v"
katyperry,Gay 4 DOLLY! ❤️💛💚💙💜 https://t.co/WFuw4IyXPf
katyperry,@CraigyFerg @RealMattLucas never forget skittles.
katyperry,"If you have any more excuses about him after watching this, God have mercy on your soul.  https://t.co/Xi8Xba3ijw"
katyperry,Yes! Everyone is getting into formation❗️ https://t.co/K46vKw8AOy
katyperry,@BrunoMars I am ready papi
katyperry,A visual explanation to what ppl in Florida and surrounding areas are experiencing... 🙁 send them prayers up!   https://t.co/cWxMoVoJxK
katyperry,My new president and my new preacher together at last!!! ❤️🙌🏼 https://t.co/PI8D5CfLEz
katyperry,❗️HOLY SHIT❗️ this song by @skottpeace is vibes for days: https://t.co/YjxFCpEuAQ
katyperry,"You hear it as ""excellent"" I hear it as ""egg salad with lint"" 🤔"
katyperry,🎣
katyperry,. @ferras &amp; I are cadence kweens 👑 cc @jessesaintjohn
katyperry,You know it's a good meeting when you have fomo while just going to the toilet.
katyperry,"WOAH. Was floored by my bestie @shannonwoodward last night in @WestworldHBO I'm foaming at the mouth for more, questioning everything today😐"
katyperry,@jessesaintjohn @SarahHudsonuvs @ferras 🙄
katyperry,"In a world driven by fear @DollyParton makes me feel safe, pure and simple. ❤️"
katyperry,ready for October like https://t.co/thGnDNXJSA
katyperry,DOPE HABIBI 💊 https://t.co/ZE0QcqJKwm
katyperry,meaningful lyrical connection + bit of math + makes your head bob = 👍🏼 pop song recipe
katyperry,When you think summer is over but it's still about 90 degrees out here and you need to match the… https://t.co/bbSdnVBuTK
katyperry,"HOW MANY MORE FUNNY THINGS DO WE HAVE TO DO TO GET YA TO THE POLLS NOV 8TH?!
LOL. But seriously: https://t.co/hv3DTAms4Q #VoteHoney"
katyperry,A MUST READ FOR OUR FUTURE: orlandobloom's photo https://t.co/Gu92AvMAep
katyperry,Is something quite atrocious.   https://t.co/lCaBW3MeAz
katyperry,"Today, on #VoterRegistrationDay, I, @funnyordie and @rockthevote invite you to... #IRegistered https://t.co/6kscHoRa0k"
katyperry,From the beginning 👊🏼 https://t.co/JvNAjZZ5jr
katyperry,when* https://t.co/yipPmkadwu
katyperry,Sleeping for a week now 👋🏼 #debates
katyperry,. @HillaryClinton 🎤⤵️🎤⤵️🎤⤵️ https://t.co/AOJkDuZwtp
katyperry,OMG THE BIBLE ❗️ https://t.co/eiUdKAkPGO
katyperry,@mrgaryhuang @iamrashidajones this is what this gif was made for BRAVO
katyperry,Is this a comedic episode of Black Mirror or... https://t.co/4HtLoqn1la
katyperry,This is like watching a frog sitting in water that is boiling slowly... #debates
katyperry,5 minute time out for sure  https://t.co/28HApNqB4i
katyperry,May I request one with a pitched down pls  https://t.co/C1JQl010mD
katyperry,". @sallykohn sorry, meditation. I can't even spell anymore #debates"
katyperry,. @sallykohn I'm going straight into a mediation after this.
katyperry,Must be the prep lol  https://t.co/ds5tG6XjVn
katyperry,"@sofifii there you are, welcome to the party bb"
katyperry,*sets up catheter to not miss a beat* #debates
katyperry,It's a #Debates drinking game for sure 🍷🍸🍺🍾 https://t.co/0hjPbm6Yuu
katyperry,🎤⤵️ https://t.co/bF9IbggO6u
katyperry,I literally just did a dance around the room in my pj's❗️🎤⤵️ https://t.co/DCb4tyk9Zz
katyperry,. @getglucky and Santa is real lol
katyperry,Buy me something off my amazon prime list  https://t.co/EWenA4cq1F
katyperry,Yes! 🙌🏼 https://t.co/sG1fVCaT5Z
katyperry,@RonanFarrow genius
katyperry,She's smiling with ease cause #shesgotthis #ImWithHer #debatenight
katyperry,YOU LIVE IN YOUR OWN REALITY 💥💣 #debatenight
katyperry,"TOMORROW, I USE MY BODY AS CLICK BAIT TO HELP CHANGE THE WORLD 👊🏼 https://t.co/1a2GMm6PMi"
katyperry,Ready for #mudslingmonday #YOUGOTTHISHRC https://t.co/0lbXPnUKDD
katyperry,@KatyCatKenzie I'm Gaten Matarazzo from ST. TBH.
katyperry,@fkatwigor yas kween
katyperry,@perryschild thank you for this foto
katyperry,@emilynotchez oh look who's back
katyperry,@hotxcolds @maddisonxperry more shame. I guess I'll just stop interacting.
katyperry,. @akaruikaty cause you can't have fun if you don't feel safe bb 💁🏻
katyperry,". @maddisonxperry !WOMEN'S! calm down, I scored an 99. (room to grow 💅🏼)"
katyperry,"@Chillinlaidback oh yeah add better education initiatives &amp; affordable schooling, obvi I would have benefited from that as per my typo's 😑"
katyperry,. @maddisonxperry oh I forgot mental health awareness❗️🙇🏻‍♀️🙇🏼❤️
katyperry,". @maddisonxperry national security, gun control, police reform, excess incarceration and woman's rights❗️👊🏼📚"
katyperry,"I agree w/all besides part about the intentions of both candidates. Well spoken KKW, we must feel safe to ask❓'s 👏🏼! https://t.co/Td5XEoHgpL"
katyperry,"AYE, ERRYONE! LISTEN TO THIS CHUNE! (gonna sprain a hip at some point this weekend👣💃🏻👣) https://t.co/IpwrqGTYqZ"
katyperry,❤️when you find your prince❤️ @ Shanghai Disneyland Park https://t.co/ObMuM96RxV
katyperry,Zuck &amp; Chan for prez 2024! 🙌🏼 ❤️
katyperry,@ChrisAnokute @zaralarsson been watching it from fetus 👀❤️
katyperry,Dose me bb https://t.co/PQizdxGN7o
katyperry,🎣
katyperry,tbh shakespeare 🎭  https://t.co/cbegran1Nh
katyperry,so. ready.  https://t.co/jScELN4PoA
katyperry,my body is a temple 🍬⛪️🍬 https://t.co/V5HDQG0kxG
katyperry,@BeyElite it's called calling bs 💅🏼💅🏼💅🏼
katyperry,@kuntyewest needs a chiroprac -gma perry
katyperry,@KATYPERRYRISES soon I'm on 9%
katyperry,@godneybjs see you at my show 2K17😘
katyperry,@liquoronurlips Choose life. Don't let those words come out your mouth.
katyperry,@isaacfromCT no there's always room
katyperry,@pizza4katy calm down
katyperry,@liquoronurlips will be sending a prayer up for you tonight. You're strong. We have your back. ❤️
katyperry,@katystumblrr ageist
katyperry,@HoliestKaty iconic
katyperry,@Amelia_Libman also I hv had one of those lime a ritas and they are cray
katyperry,@Amelia_Libman I've only had 2 can't I just b nice
katyperry,@katycatSWEDEN thank you for this
katyperry,@hollykittykaty @Katysprincess drink pedialyte.
katyperry,@Katysprincess drink 1 glass of water
katyperry,@katysdonut a finely chopped anything. Love endive tho and I go wild for hearts of palm tbh.
katyperry,@carlythekatycat jk ily
katyperry,"@carlythekatycat don't come for me, I birthed u"
katyperry,"@katycatsophia at least we're on the same time zones, think of Brazil"
katyperry,"@Leah_Haworth @fridaaperry @katystumblrr I hv 140 characters, whut do u want?"
katyperry,@Iegendarylovers @KatysMyHabibi @katystumblrr yeah mines in the mail
katyperry,@Katycatveronica because I am saving some mystery. Jk I don't have room on my phone. Waiting for my new iPhone with more storage. 😑
katyperry,"@Jes00sica everything's a lie, watch zeitgeist."
katyperry,@evrenperry stay shook papa
katyperry,@KatysMyHabibi @katystumblrr meaning I need more space on my phone to do stories cause I'm a secret hoarder.
katyperry,@fridaaperry @katystumblrr this is true. I meant to add there was condiments on the first 1 and the 2nd one I didn't have time. 😔
katyperry,"@katyperryslave @katystumblrr cuz I'm hungry, u?"
katyperry,@katystumblrr to b clear the 1st time means my 1st hot dog. There were 2.  #moreshame #idcimwriting #helovesmeforme
katyperry,@katystumblrr cuz I tried to do it the 1st time &amp; I didn't have any space so I deleted an app &amp; had to do it again &amp; then my fv song came on
katyperry,I no longer subscribe to organized religion but I believe in @chancetherapper 🙏🏼
katyperry,😩me and you when we fight😩 https://t.co/yeFbCoV3us
katyperry,@perrysmic it was a belly laugh tbh
katyperry,@Hakimkharbouch bless
katyperry,idc about followers but I hope this one gets me to 56 milly on ig cause my ocd is flaring https://t.co/OBKPpqDjhc
katyperry,When you write such a fire lyric that you give yourself hives 🔥⛑😵
katyperry,@KeoNovak ilysm
katyperry,secret hipster but generally a voice of the gp
katyperry,🎣
katyperry,@GraceVanderWaal Congrats! You have it. Protect it and keep 🎸ing and ✏️ing...it will always serve you ❤️
katyperry,Ayyye...It's all about the long plaaaaay...
katyperry,😩 proud mummy 😩 https://t.co/kj16ue6aiQ
katyperry,my locations tho idk https://t.co/X7XlNUWeEk
katyperry,@greg_wells watch zeitgeist
katyperry,When ur so creatively busy that you look down and realize you can make a hair do from your pit hair that's grown since igaf. Tight 😎
katyperry,What if I just made a record full of scatting covers cc @getglucky cc @JackGarratt
katyperry,Suggestion for next iPhone update: Person gets notification when they've been screen shotted and sent to group chat (tbh me)
katyperry,@kanyewest unplug to connect.
katyperry,@dizzycoco 💪🏼
katyperry,Helped deliver my sister's baby at 2pm &amp; am in the studio by 8pm. GET A GIRL THAT CAN DO BOTH❗️👶🏻🎤
katyperry,HAPPY TO HEAR YOU ARE HUMAN!💪🏼Stay Strong💪🏼 @HillaryClinton
katyperry,fkinsnapss's video https://t.co/URPKvQnOna this might be too much but idc
katyperry,It was rigged from the get  https://t.co/hkKIyfd95u
katyperry,@JunkyGS you know me well
katyperry,"Just went to a child's party and am now dissecting the lyrics to Rosie Posie, Rock A Bye Baby &amp; This Little Piggy 💀 TBH some f*ed up stuff."
katyperry,I love you pre internet.
katyperry,My new calling: Mini Food Shrimp tempura and fried shrimp ミニチュア料理 エビフライとエビ天 미니어처 요리 https://t.co/OX0MZWPmMF
katyperry,Ayyye anyone at @drake show have an extra baby wipe for my white @AdidasBoosts my leg makeup is dripping
katyperry,Cheesecakes here. Ily ❤️
katyperry,@lilithia thanks for the reminder
katyperry,@cottoncandizzle OG prism truck
katyperry,"@UltimateBeyHive I don't think, I listen. 🙏🏼"
katyperry,@DailyMendesLife @ShawnMendes talent
katyperry,@ParamoreWebNews all
katyperry,@royale_lala @Musicnews_feed what do you want a picture of today's newspaper by my head?
katyperry,@HoliestKaty never finished it :-/
katyperry,@KatyPerryExtra no
katyperry,@greenIight thanks but painful
katyperry,@Gagas_Illusion I hated those days
katyperry,@lesbiyonce *listens to I love Kanye once*
katyperry,@likelivingart wait is that like an early 2000's ref? Ily
katyperry,@blurryhface SO MUCH
katyperry,@lordofgiraffex yes 🙏🏼 and yes
katyperry,"@ifuseekamy_ me too, I'm not perfect bb"
katyperry,@legendarymalek crap I meant *don't. I hate typos.
katyperry,@hausoframez I have always been this way. Check the timeline.
katyperry,@kuntyewest hunny id unstan myself
katyperry,@chIoekardashian @theIife @handstomyseIf @legendarylovers @cIosetoyou lucky
katyperry,@Gagas_Fandom so what you're saying is it's Opposite Day
katyperry,"@legendarymalek bb I've always been an open book bearer of light done come for me, love you."
katyperry,@thinagedream be still my heart
katyperry,@ConditionalBabe too much for me but I love
katyperry,@dannysuschrist @DrJillStein you have no facts or context bb o
katyperry,@prismdluxe ur right I've had too much truth tea this morn
katyperry,"@HerWonkEye @katycatsophia @camilasviews if she says sorry, sure!"
katyperry,@GagaLovesBey get a new approach bb
katyperry,@ShadyKatyFacts girl trust the process
katyperry,"@LimaLimoncia love this, we can't say hate ok"
katyperry,@heavymetaIovers sorry I went too far. Love ya
katyperry,"@heavymetaIovers pink drink, look it up basics"
katyperry,@dannysuschrist whut like trump?
katyperry,@katyscrush hola bb
katyperry,@waIkingonair yes this
katyperry,@katycatsophia @camilasviews JK ily
katyperry,@katycatsophia @camilasviews don't make me come back to SB and sit ya down
katyperry,@Eduardo_KatyCat this is art bb
katyperry,@KingLadyGaga #BuyPerfectIllusionOniTunes
katyperry,@katyswetdream like he deserves a full scholarship somewhere
katyperry,@katherynsgod not you but I love this feature cc @instagram
katyperry,@wtfkates 1 Corinthians 13: 4-8 bb
katyperry,@camilasviews well that's fine cause there isn't one rn so 👋🏼
katyperry,@katystddbr it's dna
katyperry,@katyboobies too many drinks
katyperry,@katyboobies Saturday
katyperry,@royaItyler that subtle soft touch of the lip is everything
katyperry,@royaItyler ur a fav
katyperry,@nothingfaiIs pink drank
katyperry,"@Iegendarylovers ish, when I'm not doing life"
katyperry,"@kathrynluck_ I have 100 like pee wee, u know this"
katyperry,@DJ_Summers1999 yeah sorry
katyperry,@prismaticIights legend
katyperry,@mendesperry it took me 3 to choose. Ur welcome.
katyperry,@katycatghita @Mark_KatyCat @ShannonFlynn2 @iwasdivine @KatysMyHabibi undiagnosed add to be exact. Gonna web MD it.
katyperry,@skywaterr artichoke
katyperry,@XJoJoSpearsX I'm in my polka dot robe chillin waiting for a Cheesecake Factory delivery 💁🏻
katyperry,@alwaysbeperry you don't know your own strength bb
