author,content
justinbieber,Going to be riding in @lyft cars all weekend in the Tri state area in #LyftBieberMode - might be in your car :) https://t.co/ReXZ8klt1Q
justinbieber,If you are out tonight be safe. #LyftBieberMode got u :) https://t.co/KuusGOH68n
justinbieber,#PURPOSETheMovement #Purpose thank you for helping me find it again. https://t.co/gb5UW6IIGA
justinbieber,#PURPOSETheMovement #Children @Skrillex https://t.co/iVflUZA23Z
justinbieber,#PURPOSETheMovement #WhereAreUNow @diplo @Skrillex https://t.co/LwjHeuBqaW
justinbieber,#PURPOSETheMovement #LifeIsWorthLiving https://t.co/Ka1SSNHyPw
justinbieber,#PURPOSETheMovement #TheFeeling @halsey https://t.co/BdG1ORXRF1
justinbieber,#PURPOSETheMovement #NoSense @trvisXX https://t.co/0tYMfBPHU9
justinbieber,#PurposeTheMovement #NoPressure @BigSean https://t.co/xqzOjyNXHB
justinbieber,#PurposeTheMovement #Company https://t.co/mQLbektWDn
justinbieber,#PurposeTheMovement #LoveYourSELF https://t.co/rxda3kmMMl
justinbieber,#PurposeTheMovement #Sorry https://t.co/4Djuxtn5o0
justinbieber,"#PURPOSETheMovement #WhatDoYouMean

https://t.co/b4fLqX7ObW"
justinbieber,"#PURPOSETheMovement #IllShowYou

https://t.co/Jd95SI99cV"
justinbieber,"#PURPOSE #TheMovement #MarkMyWords
https://t.co/XCCplkXQ6q"
justinbieber,Which one? https://t.co/ZWMJvhasht
justinbieber,Thank u https://t.co/sedhcQlJIV
justinbieber,Thank you #EveningWithJB https://t.co/GeM80UdMqu
justinbieber,Thank you so much. #EveningWithJB
justinbieber,Thank you
justinbieber,https://t.co/9sKLzWExEG #PrayForParis
justinbieber,You guys just got me crying. Damn. I missed this and u. Thank u so much. Thank you. #EveningWithJB #Purpose
justinbieber,#PrayForParis #PrayForJapan
justinbieber,Had a great first show but just heard about what happened in Paris. Thoughts and prayers with everyone #PrayForParis
justinbieber,#Purpose prizes on @Lyft today. Signed board &amp; more. DL &amp; ride:  https://t.co/5zoXOh9156 or https://t.co/QW7XGdbFtd https://t.co/M8d1yu6WJN
justinbieber,Means a lot. Thank you.  https://t.co/ZWMJvhasht
justinbieber,Thank you. So honored https://t.co/kkZVtzLLpU
justinbieber,Get 2 deluxe tracks &amp; exclusive photos when you get #Purpose at @Walmart https://t.co/3IRrX5qhPg
justinbieber,"Which track from #Purpose is your favorite??
https://t.co/ZWMJvhasht https://t.co/w191I7M9eT"
justinbieber,Track 13. U give me #Purpose
justinbieber,Track 12. #Children &lt;-- miss u Jazzy &amp; Jaxo
justinbieber,Track 11. #WhereAreUNow @skrillex @diplo https://t.co/sevrJ9T9jU
justinbieber,Track 10. #LifeIsWorthLiving is a special one
justinbieber,Make sure to watch the big #purpose concert on @TheEllenShow today. Love her
justinbieber,Track 9. #TheFeeling w @halsey. U get my video? Lol
justinbieber,Track 8. #NoSense feat. @trvisXX
justinbieber,Track 7. #NoPressure w my brother @BigSean
justinbieber,Track 6. Can we be each other's #Company  ?
justinbieber,Track 5. #LoveYourself @edsheeran keep an eye on ur tv ;)
justinbieber,Track 4. #SORRY https://t.co/IeMPvVOxrb
justinbieber,Track 3. #WhatDoYouMean my first #1 on hot 100 and top 40 https://t.co/mE5eIBufs7
justinbieber,Track 2. #IllShowYou video we shot in Iceland.. more pics from the trip in the physical album https://t.co/trrOL1Rprd
justinbieber,Track 1. #MarkMyWords give u all I got
justinbieber,Push play on #Purpose now and tweet along w me :) https://t.co/ZWMJvhasht
justinbieber,We can Now livestream the 6PM #EveningWithJB show together from Staples tonight.. https://t.co/H910ILPcpB see u soon https://t.co/ldWycC2mze
justinbieber,Let's Push play on #Purpose at 9AM PT. Let's listen to OUR album together :) https://t.co/ZWMJvhasht
justinbieber,Loving all these #bieberbuyouts for #purpose :) thanks https://t.co/3LiEIK3CwN
justinbieber,Thank you so much. Means a lot  https://t.co/ZWMJvhasht
justinbieber,Show me pics of #bieberbuyouts #PURPOSE
justinbieber,Get in a @Lyft and turn on #LyftBieberMode to buy the album  https://t.co/RyYLuJsmNR
justinbieber,#PURPOSE OUT NOW ON @AppleMusic WORLDWIDE https://t.co/ZWMJvhasht
justinbieber,#PURPOSE OUT ON @Spotify WORLDWIDE https://t.co/wg1nwU7RY3 https://t.co/C2nNx6CPN8
justinbieber,#1hour #PURPOSE  https://t.co/ZWMJvhasht
justinbieber,2 hours to go. #PURPOSE. Ready?  https://t.co/ZWMJvhasht
justinbieber,3 hours until it's here. #purpose https://t.co/ZWMJvhasht
justinbieber,I love @TheEllenShow so much. Thank you for everything you do for me. #BieberWeekOnEllen
justinbieber,#6hours #PURPOSE ------&gt; https://t.co/ZWMJvhasht
justinbieber,#10hours #PURPOSE -----&gt; https://t.co/ZWMJvhasht
justinbieber,Here we go! 3rd show added at @StaplesCenter TOMORROW. Album &amp; ticket bundles on sale now!! #Nov13 https://t.co/H0WXeJo8NV
justinbieber,La @STAPLESCenter show #1 and 2 are sold out. Show 3 of #EveningWithJB goes on sale in 5 minutes! https://t.co/H0WXeJo8NV
justinbieber,#12Hours #PURPOSE -------&gt; https://t.co/ZWMJvhasht
justinbieber,Chicago and Houston... Make sure u get the Special Album ticket bundle ;) https://t.co/H0WXeJo8NV https://t.co/C0o5ojva1F
justinbieber,Chicago and Houston make sure u get that album ticket bundle ;)  https://t.co/H0WXeJo8NV https://t.co/KA6o7EHF0P
justinbieber,"Chicago and Houston album &amp; ticket bundles available now!!! GO GO GO #EveningWithJB

https://t.co/H0WXeJo8NV https://t.co/RSZXRKzQ8G"
justinbieber,He gives warm hugs  https://t.co/ybOQn4oMif
justinbieber,HOUSTON AND CHICAGO. Tix on sale in 10 min!! Coming next week!! https://t.co/OkjarN0K7F
justinbieber,Coming to the @TODAYshow to take over for the week next week. Nyc spread the word. https://t.co/Mw2ck6IXF8
justinbieber,30 minutes until Chicago and Houston #EveningWithJB tix go on sale. https://t.co/k8Alu7Y23s
justinbieber,Yep #Zoolander's favorite album ever hits tonight at midnight. #1DaysTillPURPOSE https://t.co/ZWMJvhasht https://t.co/GkXb2T1mbM
justinbieber,Tonight at #Midnight #PURPOSE https://t.co/DNku8eIQ9L
justinbieber,Wow. Thanks  https://t.co/hj34oIRSJL
justinbieber,1 day away. #purpose ----&gt; https://t.co/ZWMJvhasht https://t.co/pKeVFvd9A2
justinbieber,#Purpose is this Friday https://t.co/NSNjP5PuKE
justinbieber,I heard u. 3rd Staples added for Fri and Chicago &amp; Houston next week. Onsale 10am local tom https://t.co/H0WXeJo8NV https://t.co/njJC7QWy23
justinbieber,@jtimberlake good seeing you and thanks for the kind words. Means a lot
justinbieber,-----&gt; https://t.co/ZWMJvhasht
justinbieber,Less than 48 hours to go and finally made up with @Sethrogen to celebrate #PURPOSE lol . Thanks @TheEllenShow https://t.co/VnPWRmjXir
justinbieber,Less than 48 hrs to go. #PreOrderPurpose to hear :90 of every track!!  #Purpose https://t.co/ZWMJvhasht
justinbieber,Got 'em on #bieberweek today with @TheEllenShow. Also finally saw @Sethrogen 😛https://t.co/6kpqSmQgCV
justinbieber,#PURPOSE the new look by #Zoolander @Skrillex #2DaysTillPURPOSE https://t.co/ZWMJvhasht https://t.co/AmOXc0BNcP
justinbieber,#2DaysTillPURPOSE https://t.co/ZWMJvhasht https://t.co/o2J6oUjdzi
justinbieber,Watch #BIEBERWEEK on @TheEllenShow today for more details. #PurposeWorldTour https://t.co/WZ8ejLeu4L
justinbieber,First round of dates are up. Presale on @OfficialFahlo next week. #purposeworldtour https://t.co/G2VKo20VAz https://t.co/tKJ9FpCiHr
justinbieber,We are almost there ---&gt;  https://t.co/ZWMJvhasht
justinbieber,This never gets old. Love u guys https://t.co/jmXNkZVZJt
justinbieber,#PreOrderPurpose now for $7.99 on @GooglePlay https://t.co/JVG8M7mtrS
justinbieber,#BIEBERWEEK on @TheEllenShow continues today
justinbieber,My Beliebers still got it lol second show added for Staples on Friday https://t.co/5qyd2nYmbf
justinbieber,"Let's go!!!! Staples Center​ this Friday on sale now!!

Ticket and album bundles here --&gt; https://t.co/H0WXeJo8NV https://t.co/o3hF7NhtF6"
justinbieber,"Let's go!!!! Staples Center​ this Friday on sale now!!

Ticket and album bundles here --&gt; https://t.co/H0WXeJo8NV"
justinbieber,1 hour until on sale for special show. I think u should get the special album bundle ;) https://t.co/H0WXeJo8NV https://t.co/0f7QegYQR9
justinbieber,Thanks Zoolander. I think :) #3DaysTillPURPOSE  https://t.co/ZWMJvhasht https://t.co/E3IfcdtUbV
justinbieber,#3DaysTillPURPOSE https://t.co/ZWMJvhasht https://t.co/ozAf0SGUIP
justinbieber,#SORRY https://t.co/PXs5CaK2zb https://t.co/xSuy9m8JJL
justinbieber,Every morning https://t.co/T554q3Y6ld
justinbieber,Who is coming? On sale tomorrow morning https://t.co/H0WXeJo8NV https://t.co/EWxBlCjF8v
justinbieber,Celebrate the release of #Purpose on #Nov13 at Staples Center with me. Ticket &amp; album bundles on sale tmrw 10AM PT https://t.co/H0WXeJo8NV
justinbieber,Want some more big news? #purpose #releasenight #friday13th
justinbieber,Just finished watching day 1 of #BIEBERWEEK on @TheEllenShow . I love her
justinbieber,We are making it all about the music. Thank you https://t.co/ZWMJvhasht
justinbieber,Stream #LoveYourself Now! #4DaysTillPURPOSE https://t.co/T7uXZXbLyg https://t.co/tMSeaP2OVL https://t.co/V0X9obbvtv
justinbieber,#LoveYourself https://t.co/ZWMJvhasht
justinbieber,Here we go @zanelowe @scooterbraun @edsheeran @ItsBennyBlanco #LoveYourself #PURPOSE  https://t.co/R94Nsr6SRn
justinbieber,Thanks Derek. Lol #4DaysTillPURPOSE #PURPOSE #zoolander https://t.co/lTJHD2XZUR
justinbieber,Buy #Purpose in the @Lyft app for $5 when you take a ride in #LyftBieberMode 11/13-11/19 https://t.co/eLXIAEr71u
justinbieber,Just wondering have any of u #PreOrderPURPOSE?? Nov 13 :)  https://t.co/ZWMJvhasht https://t.co/RX6qrYLETQ
justinbieber,Hey @zanelowe u think we should world premiere another song off #purpose tomorrow?? #beats1 #LoveYourself @edsheeran
justinbieber,#soon :) https://t.co/ZWMJvhasht
justinbieber,#BIEBERWEEK starts on @TheEllenShow tomorrow! #PURPOSE ON FRIDAY!! https://t.co/H797XW66WV
justinbieber,#BIEBERWEEK on @TheEllenShow https://t.co/U8fR90AQ0W
justinbieber,#PreOrderPURPOSE https://t.co/ZWMJvhasht @halsey @trvisXX @BigSean @edsheeran @Nas @Skrillex @diplo https://t.co/vFV9fZVe52
justinbieber,#PreOrderPURPOSE https://t.co/ZWMJvhasht https://t.co/honhTgpIUj
justinbieber,Preorder #PURPOSE Now ----&gt; https://t.co/ZWMJvhasht
justinbieber,After 9 years finally got em!!! @scooterbraun #pranksterontheloooose. @thatrygood @AllisonKaye we got something special coming. #purpose
justinbieber,Heading to airport in my new ride :) #5DaysTillPURPOSE https://t.co/29KrY7btCg
justinbieber,Get ready. With #Purpose coming out this week is #BIEBERWEEK on @TheEllenShow :) https://t.co/N1ojK7FLlB
justinbieber,#5days #PURPOSE https://t.co/ZWMJvhasht
justinbieber,Yes it is https://t.co/GWO9C2YNpD
justinbieber,@BBCR1 That was fun. Thanks
justinbieber,https://t.co/PXs5CaK2zb
justinbieber,@diplo @edsheeran go big or go home. Ha
justinbieber,Thank you to #NRJAwards2015  for the amazing honor. Had a great time. https://t.co/thltvYkQ3T
justinbieber,#6DaysUntilPURPOSE https://t.co/ZWMJvhasht
justinbieber,To each their own. Lol https://t.co/XjWHFCyPc3
justinbieber,Our new album #PURPOSE is next Friday. That's all. Love you ;)  lol https://t.co/eTCmvYIEit
justinbieber,I love u guys. This is funny as hell
justinbieber,Lol https://t.co/zkShr9joBU
justinbieber,Yeah @halsey kills it. #PURPOSE #NOV13  https://t.co/ZWMJvhasht https://t.co/qLbIFDB6DK
justinbieber,I love Alaska  https://t.co/6DLeqxV3r2
justinbieber,#NRJAwards2015 tonight. Good rehearsal. @NickDeMoura messed up but we forgive him. Lol
justinbieber,I love you https://t.co/RYCrqwdKi1
justinbieber,Letting the music do the talking
justinbieber,Don't listen to what the media has to say. U want to know me. How I feel. What I'm about. It is all right here. https://t.co/ZWMJvhasht
justinbieber,Like I said. This album says it all.  #IllShowYou #PURPOSE https://t.co/TMXtJRYmy0
justinbieber,Just took pics with a bunch of beliebers. I must of been mad at them. Lol
justinbieber,@PerezHilton lol. No one is flipping out dude. My buddy had just told me some bad personal news. Don't lie please. #IllShowYou
justinbieber,Mine too :) https://t.co/nTj4mytOf9
justinbieber,"One week..
https://t.co/ZWMJvhasht
https://t.co/waG8PYZRuS"
justinbieber,#7DaysUntilPURPOSE https://t.co/ZWMJvhasht
justinbieber,#PURPOSE  https://t.co/ZWMJvhasht
justinbieber,#IllShowYou #PURPOSE https://t.co/TMXtJRYmy0
justinbieber,#sorry #PURPOSE https://t.co/4Djuxtn5o0
justinbieber,#whatdoyoumean #PURPOSE https://t.co/kuntEnaDNe
justinbieber,#whererunow #PURPOSE https://t.co/uhgf5vfvZG
justinbieber,True https://t.co/9KoIAGL9sj
justinbieber,#SorryLatinoRemix is out now!! @JBALVIN https://t.co/5wgbeDshXE https://t.co/FGCvsDVVOc
justinbieber,#SorryLatinoRemix con @jbalvin disponible ahora https://t.co/5wgbeDshXE remix is out now!
justinbieber,Tonight at midnight. Lo siento mi amor. #SorryLatinoRemix @JBALVIN https://t.co/iJ4e0DmOZ8
justinbieber,Click here https://t.co/ZWMJvhasht
justinbieber,#SorryLatinoRemix con @jbalvin sera disponible esta noche a medianoche :) https://t.co/OVjauHlGu4
justinbieber,Thanks https://t.co/ZWMJvhasht
justinbieber,Thanks @PeoplesChoice https://t.co/L0I43UqL3J https://t.co/UZn2hyiKHy
justinbieber,Love my Beliebers. This album's for us. Love seeing this for #SORRY https://t.co/MVvFmbSCls thanks
justinbieber,Lol #9DaysUntilPURPOSE  https://t.co/TfzdaCYiQU
justinbieber,Me and @thatrygood are very excited. It's #NationalSandwichDay
justinbieber,Just shot something pretty special
justinbieber,#PURPOSE track 7 @BigSean #nov13 https://t.co/ZWMJvhasht https://t.co/ul5BW6r3OY
justinbieber,Over 60 million views in a week :) thanks. @Skrillex @bloodpop @ParrisGoebel https://t.co/4Djuxtn5o0 #sorrynotsorry
justinbieber,Over 5 million views in less than 24 hours. Thanks. #IllShowYou https://t.co/TMXtJRYmy0
justinbieber,I'll show you https://t.co/WdQhRY85NC
justinbieber,#IllShowYou https://t.co/F0lNQPLslj #PURPOSE #NOV13
justinbieber,#IIIShowYou https://t.co/Q88TYbxdfx
justinbieber,You get it? #IllShowYou #PURPOSE @Skrillex the truth https://t.co/ZWMJvhasht https://t.co/TthKSpRX29 https://t.co/nf8ClCniq5
justinbieber,New song. It's out. #IIIShowYou #Purpose https://t.co/ZWMJvhasht
justinbieber,Almost time. #IllShowYou #Purpose another one @Skrillex. Honest.
justinbieber,Saw a lot of Halloween costumes dressed as these ladies. Over 50 million views in a week. #sorrynotsorry :) https://t.co/4Djuxtn5o0
justinbieber,Today. #IllShowYou #PURPOSE https://t.co/ZWMJvhasht https://t.co/0ioROVgHTF
justinbieber,Today. #IllShowYou #PURPOSE https://t.co/8P2To5jVVU
justinbieber,Congrats guys  https://t.co/WsvPXl5bJz
justinbieber,Happy #SORRY #halloween https://t.co/Bg8xAgPojl
justinbieber,More Sunday https://t.co/ZWMJvhasht
justinbieber,"You can also call me on my other cell phone 1 (213) 322-1113
when you need my love"
justinbieber,Call me 231 377 1113 on my cell phone https://t.co/UAGG4ntQNf
justinbieber,Should I? https://t.co/9lpdWbl8Ai
justinbieber,Keep getting asked for a remix. U know @drake is my brother for life...should we do this? Part 1 today ;)
justinbieber,Congrats @ArianaGrande on Focus. Remember when u #PreOrderPURPOSE u get our remix :) https://t.co/3PCGKAkQtO
justinbieber,2 weeks away from #PURPOSE :) https://t.co/ZWMJvhasht https://t.co/xNt9YjJXc5
justinbieber,#SORRY https://t.co/PXs5CaK2zb
justinbieber,#PURPOSE Tracklist now up https://t.co/ZWMJvhasht
justinbieber,Thanks @billybush  https://t.co/zRJsiuREpD
justinbieber,The only thing I want it to be about. It's all said here.  https://t.co/ZWMJvhasht
justinbieber,Very cool #SORRY lyric video by @FinalCutKing up now. Thanks https://t.co/Y4jprxOWKe
justinbieber,One of the most important interviews of my career https://t.co/hFh8WP1EEV @awkwardpuppets
justinbieber,Find the graffiti and get the album. Thanks #purpose https://t.co/ZWMJvhasht
justinbieber,Track 18 #purposealbum https://t.co/BzSjO14kUE
justinbieber,Track 17 #purposealbum https://t.co/BPWj2cbyCN
justinbieber,Track 16 #purposealbum @nas https://t.co/z051Ggum5S
justinbieber,Track 15 #purposealbum https://t.co/Xq1AyukiRL
justinbieber,Track 14 #purposealbum https://t.co/7kiYYo4kgX
justinbieber,@OVOXOSupply :)
justinbieber,Track 13 #purposealbum #PURPOSE https://t.co/05xwAP3Fmk
justinbieber,Track 12 #purposealbum @Skrillex https://t.co/GvgnNoOnLN
justinbieber,Track 11 #purposealbum @diplo @Skrillex https://t.co/NCV81kkvpb
justinbieber,Track 10 #purposealbum https://t.co/tBuyYe8lFf
justinbieber,Track 9 #purposealbum @halsey https://t.co/NFIiRX2hQr
justinbieber,Track 8 #purposealbum @trvisXX https://t.co/QpOTD24M9j
justinbieber,Great times in Spain. Sorry if I'm feeling a little sick. The ants made me feel better :)
justinbieber,Track 7 #purposealbum @BigSean https://t.co/5XuO7efktQ
justinbieber,Track 6 #purposealbum https://t.co/lFJHfpmkUR
justinbieber,Track 5 #purposealbum https://t.co/KbmOnO71Nf
justinbieber,Track 4 #purposealbum https://t.co/YdVaYiw88X
justinbieber,Track 3 #purposealbum https://t.co/B829nXYYai
justinbieber,Track 2 #purposealbum https://t.co/OdLfyll7aS
justinbieber,Track 1 #purposealbum https://t.co/GZElhcx3GM
justinbieber,I miss her. #mrsbieber #LetsNailCancer for Avalanna https://t.co/q0V2Y9eitb
justinbieber,Oh yeah. U guys didn't know this. Me and @halsey got one on #purpose https://t.co/nraqk1XbT0
justinbieber,"#SORRY acoustic w/ @skrillex​ &amp; @bloodpop
https://t.co/0N37kIKbJF

#PreOrderPurpose —
https://t.co/ZWMJvhasht"
justinbieber,@ibieberauhlls hmmmm😉
justinbieber,Click here https://t.co/ZWMJvgSRpV
justinbieber,Just finished up something special for you. #purpose is coming #nov13
justinbieber,Here we go! Who is coming? @TheEllenShow  https://t.co/3LzH45306z
justinbieber,@edsheeran bromance. Lol https://t.co/FdxtzLaAx5
justinbieber,"#SORRY acoustic with @skrillex​ &amp; @bloodpop

#PreOrderPurpose — https://t.co/ZWMJvhasht

https://t.co/JDSkmYr8aK"
justinbieber,Working on something special for u
justinbieber,Have u ordered #purpose yet? https://t.co/ZWMJvgSRpV
justinbieber,DAMN!! Over 25 million views over the weekend!! #SORRY  https://t.co/PXs5CasrHD
justinbieber,Incredible night last night. Thank you. @edsheeran u were an aight host :)
justinbieber,@diplo @Skrillex we made it boys!
justinbieber,@MTVUK thanks
justinbieber,Milan. Mtv #emas today
justinbieber,Over 10 million views in 24 hours. #Sorry ---  https://t.co/PXs5CasrHD
justinbieber,Thank u https://t.co/ZWMJvgSRpV
justinbieber,@AvonsBoyJustin I won't
justinbieber,@nicoleerossetti thanks
justinbieber,@Aliharmsworth not acceptable
justinbieber,Thank u for letting me about the music https://t.co/ZWMJvgSRpV
justinbieber,Germany next and then Milano for #EMABiggestFansJustinBieber
justinbieber,#SORRY :) https://t.co/PXs5CasrHD
justinbieber,#Sorry is on iTunes now https://t.co/ZWMJvgSRpV
justinbieber,Had to. Love this guy. #SORRY https://t.co/QYtwynx6se
justinbieber,Get #Sorry when you #PreOrderPurpose on @AppleMusic https://t.co/ZWMJvgSRpV
justinbieber,#Sorry is out on @AppleMusic right now. Preorder #purpose and get #sorry :) thanks  https://t.co/ZWMJvgSRpV https://t.co/5aHPBjwhtg
justinbieber,1 hour until #SORRY on @Spotify and @AppleMusic @iTunes https://t.co/FygvPiJmpn
justinbieber,@mileysforeign dance
justinbieber,Run it back. Start posting your own dance videos too. Song is out in 2 hours. #SORRY https://t.co/PXs5CasrHD
justinbieber,@bloodpop smile. @Skrillex is dancing #SORRY
justinbieber,@ParrisGoebel more to come
justinbieber,@bignarstie @edsheeran base
justinbieber,3 hours until #sorry is available. Countdown with me
justinbieber,Preorder the album. Get #sorry and the smashes. It's about the music. Thanks https://t.co/ZWMJvgSRpV
justinbieber,#PreOrderPURPOSE and get #Sorry  https://t.co/ZWMJvgSRpV
justinbieber,#SORRY https://t.co/PXs5CasrHD
justinbieber,@edsheeran happy for u bro.
justinbieber,@mtvema yes I am
justinbieber,U might wanna listen to the radio at 4 pm est ;) #Sorry
justinbieber,Ready?? #SORRY https://t.co/0vOpSTn2BQ
justinbieber,New single #SORRY Tonight. Produced by @Skrillex and @bloodpop. #PreOrderPURPOSE to get it https://t.co/LPeZlzLgrX
justinbieber,See u soon Milan https://t.co/sEX5ak36Gd
justinbieber,Jetlagged
justinbieber,Heard I was on @FallonTonight again tonight. Thanks jimmy.
justinbieber,#PreOrderPurpose and get #SORRY ----  https://t.co/ZWMJvgSRpV
justinbieber,Tomorrow night. #SORRY https://t.co/opqhTCSNue
justinbieber,So tomorrow a lot of friends will be playing #SORRY. @RyanSeacrest u ready?
justinbieber,Almost there #SORRY IN 2 DAYS https://t.co/EhKwHRTRDW
justinbieber,Hello UK
justinbieber,Who is ready for #sorry?? I am ✈️✈️✈️✈️ @Skrillex @bloodpop #3days #purpose https://t.co/7PsRdCwBuL
justinbieber,New single #sorry3days @Skrillex @bloodpop #PURPOSE https://t.co/ZvICSAi7nu
justinbieber,#sorry4days lol https://t.co/LfEswA8scF
justinbieber,Me @Skrillex and @bloodpop doing what we do best https://t.co/oGbV3nlFUy
justinbieber,#sorry4days https://t.co/D44ZlSecSC
justinbieber,New song. Biggest one yet? #sorry4days http://t.co/ZWMJvhasht http://t.co/3n4oyjq5yL
justinbieber,"#PreOrderPurpose and get the new song with me and @ArianaGrande http://t.co/ZWMJvhasht
https://t.co/SxeMYy7YfV"
justinbieber,Skating with @Skrillex
justinbieber,#sorry5days @Skrillex @bloodpop http://t.co/ZWMJvhasht http://t.co/YDhHG0Kpof
justinbieber,Means a lot to me. I was honest  http://t.co/ZWMJvgSRpV
justinbieber,@DefJamRecords @SB_Projects thanks!
justinbieber,Faith is a beautiful thing https://t.co/wCdddnBEbT
justinbieber,@natalierose_13 it does
justinbieber,"Me and my boy @martingarrix are up for the @mtvema this year. Vote here:
http://t.co/5Ll2ld1YDG and #EMABiggestFansJustinBieber"
justinbieber,New Album #PURPOSE Deluxe http://t.co/ZWMJvgSRpV
justinbieber,"#purpose standard Purpose by Justin Bieber
https://t.co/xQIBFSJxxX"
justinbieber,#sorry6days http://t.co/ZWMJvgSRpV http://t.co/rwEB5BWquX
justinbieber,I heard it's aight  https://t.co/OiDKDbmpx6
justinbieber,I'm with u on that https://t.co/TNl3bdnsuC
justinbieber,I love juice  https://t.co/FrUToGndLl
justinbieber,You will be very happy https://t.co/CbLan9FPhw
justinbieber,@NiallOfficial love when people try to make it something it ain't. Love to u my friend. Talk soon. The rest of u pipe down. all in good fun
justinbieber,Wow. Thanks https://t.co/IUpbPYOMyJ
justinbieber,Me too https://t.co/Jwk2jh4NcY
justinbieber,I missed it too but I #PreOrderPURPOSE  already :) https://t.co/m0TIVN4Tkh
justinbieber,@ZachSang1 great times buddy
justinbieber,Thanks @TwitterMusic. #PreOrderPurpose https://t.co/6kSn0mjj21
justinbieber,Oh and one more thing.... so #PreOrderPURPOSE :) #sorry7days http://t.co/ERcfqMKAVZ
justinbieber,Love you all. Thanks. #PreOrderPURPOSE http://t.co/ZWMJvgSRpV
justinbieber,This album will surprise people. Thanks https://t.co/2a4MARxhpr
justinbieber,Love u all http://t.co/iUkhFkhs76
justinbieber,So unfair  https://t.co/AI0PmfvzUW
justinbieber,U know what we mean https://t.co/D6dHFxXrSg
justinbieber,Skrillex is the man. We made music to push things forward  https://t.co/cDJYVzjy4J
justinbieber,I will https://t.co/PqQq8jx0G0
justinbieber,Thanks https://t.co/5LpkBfd04C
justinbieber,Thank u https://t.co/FHbosU0c60
justinbieber,I'm waiting too :) https://t.co/4HW4QKLX6c
justinbieber,Surround yourself with people who love u and listen to them. And never give up. Trust in God https://t.co/OWCbE7Uoks
justinbieber,Thank you beautiful  https://t.co/Ty9kvTl3ik
justinbieber,U too https://t.co/miFyiaqkIG
justinbieber,Yes https://t.co/YaiHroTivO
justinbieber,Hate when that happens https://t.co/uqreoTDkCF
justinbieber,Hi https://t.co/sBi7ACKpB9
justinbieber,I beyond appreciate it https://t.co/50AQY2Adq7
justinbieber,I promise you it is my best work. Thank you http://t.co/ZWMJvgSRpV https://t.co/9Dbm1LWYxn
justinbieber,I see u https://t.co/kRmxUkT8SB
justinbieber,U too https://t.co/FOslGeG1pF
justinbieber,Why do u keep ignoring me? https://t.co/WPugUqhJwA
justinbieber,Thanks https://t.co/SxJEkRQpGv
justinbieber,http://t.co/ZWMJvgSRpV https://t.co/c5g5XHtVIg
justinbieber,That's my dude. All love https://t.co/B92tFenuIT
justinbieber,Thank u https://t.co/sGUtTTIPWh
justinbieber,Thanks https://t.co/9Dbm1LWYxn
justinbieber,Love u too https://t.co/uVERVmU0Dk
justinbieber,I'm going :) http://t.co/ZWMJvgSRpV https://t.co/ev6cL5pfJp
justinbieber,I love it too https://t.co/sY5vDfdb0f
justinbieber,Thanks. Shawn is good people too https://t.co/qzCzH9berf
justinbieber,Thanks. http://t.co/ZWMJvgSRpV https://t.co/HX64d6AjvD
justinbieber,Thanks so much. Thanks for being there with me https://t.co/QIGQnqvmuE
justinbieber,Hi https://t.co/gzn3627aIT
justinbieber,http://t.co/ZWMJvgSRpV https://t.co/BEHyQnp4TC
justinbieber,Thanks https://t.co/1jhsmnZqKD
justinbieber,Never lol https://t.co/o2jDlFpaqR
justinbieber,Thank you. Appreciate it ;) http://t.co/ZWMJvgSRpV https://t.co/DWanIzvvmD
justinbieber,Haha. That will happen https://t.co/VcSoOZuhOc
justinbieber,Maybe ;) https://t.co/umUCKabQRH
justinbieber,Feels good http://t.co/ZWMJvgSRpV https://t.co/VVvHlFhvcX
justinbieber,Me too https://t.co/UC24bOhVCP
justinbieber,Amazing. Keep spreading the word https://t.co/i4JfcdjXf5
justinbieber,I'm here https://t.co/V8OheIiB9t
justinbieber,Get to it http://t.co/ZWMJvgSRpV https://t.co/X6DHPFUnzO
justinbieber,No secret  https://t.co/Gh329GJtMB
justinbieber,Thank you https://t.co/GMDcqSwrn9
justinbieber,Followed http://t.co/ZWMJvgSRpV https://t.co/DLCVlGzhXQ
justinbieber,Michael Jackson  https://t.co/wHgmZ490Qe
justinbieber,It's great http://t.co/ZWMJvgSRpV https://t.co/HEN6q7P6WO
justinbieber,Thanks https://t.co/AAujuW7GJ9
justinbieber,Don't hurt your head https://t.co/xpoVf4I1Gg
justinbieber,Hi Sam  https://t.co/NCioHGwLGF
justinbieber,Missed u https://t.co/BMgvjHOVBE
justinbieber,Don't cry :) https://t.co/MOarBCAyXl
justinbieber,Don't cry https://t.co/Wkxm058UsV
justinbieber,Something completely new to push forward.  https://t.co/UPbX5GmVC0
justinbieber,Yes https://t.co/aXGjdD9JlI
justinbieber,Finding your purpose can save your life https://t.co/sUjA2NDuWk
justinbieber,18 and 19 if you preorder. #PreOrderPURPOSE is the only way to get the song with @ArianaGrande  https://t.co/QSwHzj2WtU
justinbieber,All good. U helped save me too https://t.co/S4xIysxvIT
justinbieber,We are Fam https://t.co/k97nfhLcwi
justinbieber,Feel better https://t.co/mA6EbiSNP6
justinbieber,See u soon ;) https://t.co/CgyMI7giVl
