author,content
rihanna,#SLEDGEHAMMERVIDEO tomorrow. @StarTrekMovie https://t.co/s098yzj8Hk
rihanna,#MadeInAmerica tickets on sale now!! https://t.co/tP2CjWCfeF @MIAFestival
rihanna,"#Sledgehammer out now from @startrekmovie!

TIDAL --&gt; https://t.co/vtuyr9GxWV
Download --&gt; https://t.co/iFMQkXwmCG https://t.co/EoUsKJkSX1"
rihanna,"#SLEDGEHAMMER @StarTrekMovie fans, be up tomorrow by 8am EST for a special premiere! 🖖 https://t.co/5ANOYlE4ba"
rihanna,@AdoringRihanna thanks for coming!! Hope you had a blast.
rihanna,So hype bout headlining @MIAfestival Labor Day weekend!! See you soon Philly! #MadeInAmerica https://t.co/xysPvONu0M https://t.co/O112hezlEF
rihanna,#THISISWHATYOUCAMEFOR video out now on @VEVO⚡ ️@calvinharris —&gt; https://t.co/yYbo6AQdm5
rihanna,Last time we rolled into Amsterdam… https://t.co/pRAejvFjq1
rihanna,"#ANTIWorldTour Europe, we’re here!! Amsterdam you’re up first, who’s coming?!"
rihanna,Listen to #NOTHINGISPROMISED on iTunes now! Thank you @mikewillmadeit. https://t.co/nx2HLEZCq7 https://t.co/av6jH2cqdx
rihanna,The ‘rihanna’ sunglasses from @DIOR. #RIHANNADIOR #COMINGSOON https://t.co/fpYzrPblZv
rihanna,#RIHANNADIOR https://t.co/ZjFxtj4De9
rihanna,New colors of the @PUMA Creeper are out now!  https://t.co/GAkFFgYA0O https://t.co/NctLsqMlvE
rihanna,Thank you @VanityFair! New colors out today. #THECREEPER https://t.co/q6gMGkvTbe
rihanna,#Vogue thank you! https://t.co/Aa6uKKtaqc
rihanna,#BBMAs https://t.co/4f6lVL4pBA
rihanna,Can’t wait for #BBMAs!! Navy don’t forget to vote for Chart Achievement Award —&gt; https://t.co/L05hQCmV5x
rihanna,See you at the #BBMAs on May 22!! https://t.co/x3MHd3ixAz
rihanna,#ANTI is the 1st album from 2016 to go @RIAA double platinum!!! Blown away by your support every day. thank you ⚓ https://t.co/FFGIhZYV00
rihanna,My collection with @ManoloBlahnik is in stores tomorrow! Peep the denim desserts now: https://t.co/PUPfvctikQ https://t.co/QY10oBv8mv
rihanna,So excited to share my new @ManoloBlahnik collection with you all!! #RIHANNAXMANOLO https://t.co/7uUkbaKuxJ
rihanna,This Is What You Came For @calvinharris --&gt; https://t.co/M7z3OIOxpY
rihanna,Part 2. Go behind the scenes of #NEEDEDMEVIDEO --&gt; https://t.co/rUOPWLRHJe https://t.co/dT2LaMqlhI
rihanna,#NEEDEDMEVIDEO --&gt; https://t.co/d4CZGIfRQl
rihanna,#NEEDEDMEVIDEO out now —&gt; https://t.co/w3Dg4humuz
rihanna,"Happy 420, look out for Needed Me TODAY at NOON EST. https://t.co/J5XYHQrout"
rihanna,My #RihannaXStance Summer collection is here!!!!! Available right now —&gt; https://t.co/5VPFQZgFHJ https://t.co/wbmPzZTjT3
rihanna,"#BALTIMORE you were an absolute joy to be a part of last night! Thank you, I enjoyed you so much! #BOSTON you're up! #ANTIWORLDTOUR"
rihanna,Watch @BlackGirlsRock on BET tonight at 8/7c. #BGR #ROCKSTARAWARD https://t.co/mHzaBgOpx2
rihanna,#WORK at No 1 on the #HOT100 for the 7th week! Glory to God! Thank y’all for the continued love and support! ⚓ #ANTI #CaribbeanTing
rihanna,Watch #KissItBetterVideo Now! VEVO --&gt; https://t.co/Ybra8IHmzN &amp; TIDAL --&gt; https://t.co/5cyDmEklJd https://t.co/UeAcjuYJtC
rihanna,"#KissItBetterVIDEO
VEVO: https://t.co/Ybra8IHmzN
TIDAL: https://t.co/5cyDmEklJd"
rihanna,#KISSITBETTERVIDEO #WATCH #NOW #VEVO https://t.co/Ybra8IHmzN https://t.co/D8beyw10TU
rihanna,#KISSITBETTERVIDEO is coming in less than 2 hours!!! #NOON #VEVO https://t.co/z6uxbLvyjG
rihanna,#KISSITBETTERVIDEO premieres TOMORROW on Vevo! Here's a teaser: https://t.co/Wyr7MRUnF2
rihanna,#KISSITBETTERVIDEO #THURSDAY #NOON on VEVO! https://t.co/suzH3RAWPz
rihanna,"#KISSITBETTER and #NEEDEDME will both be serviced to radio tomorrow
morning at 7am EST. #ANTI 🎈🔫⚓️ https://t.co/vCDb4FDgvk"
rihanna,Buffalo you reminded me of how much I love what I do! Can't wait to come back for real!!! Thank you! #soldout #ANTIWORLDTOUR 🎈
rihanna,"Praying for all those who've been affected by acts of terror across the globe, most recent being in Brussels...Heart breaking! 🙏"
rihanna,Charlotte was #TunUp lastnight AND $old 0wt af! Thank you! This #ANTIWORLDTOUR is turning out to be the best I've ever felt on stage!⚓🎈
rihanna,Too trippy!!! Thanks Navy 🎈🔫 https://t.co/9w8FeRWij8
rihanna,Another $old OWT crew!!! Thank you Cincinnati for holding me down! Charlotte... You're next!!! #ANTIWorldTour
rihanna,April @VOGUEmagazine cover by Mert and Marcus. Read the story: https://t.co/cfjp3ANYXL https://t.co/uKEEkTghpK
rihanna,"#ANTIWorldTour is in MIAMI tonight and it's $OLD OWT!!! Only way to get tix, find @TIDALHiFi reps with red balloons 🎈🎈🎈"
rihanna,Thank you @BlackGirlsRock for this years' Rock Star Award!! #BlackGirlsRockBET https://t.co/BcoXSPx3uO
rihanna,Tampa I've missed you so much!  Thank you!! #SoldOwt https://t.co/IHoz5TQMm3
rihanna,"Jacksonville thank you so much for making my opening night an unforgettable one!!!
#SoldOwt #ANTIWORLDTOUR 🎈🔫⚓️ https://t.co/ngLqZtlAGs"
rihanna,I can't believe that I'm gonna be on tour in less than 24 hours!! #NavyRDie #ANTI #ANTIWorldTour See you soon ⚓ https://t.co/h7p66oqPBo
rihanna,.@BritishVogue’s April Issue @manoloblahnik #RihannaxManolo #DenimDesserts https://t.co/D48uMgJDfL
rihanna,BTS #THETRAINER https://t.co/CSDZ6hOgDq
rihanna,Who grabbed #THETRAINER from my #FENTYxPUMA collection? https://t.co/HbXvf2TMkN
rihanna,#THETRAINER #FENTYxPUMA https://t.co/A0M0IIX2cA
rihanna,Cover story @BritishVogue --&gt; https://t.co/IzBLRZwtsb on stands in the UK March 8 &amp; everywhere March 10. https://t.co/0SA9dDDxsQ
rihanna,.@BritishVogue Photography: Craig McDean https://t.co/Kxn5tJBuzi
rihanna,#WORK is sittin pretty at #1 for a second week in a row on #BBHot100!!! Big ups to God and my fans!!!
rihanna,#ANTI on @Spotify https://t.co/7GANZBW1Sf
rihanna,#ANTI ---&gt; https://t.co/FaD5ENt8gV
rihanna,#WORK ---&gt; https://t.co/atvJ4EMWCL
rihanna,#THETRAINER is here! Cop the latest #FENTYxPUMA footwear: https://t.co/GAkFFgYA0O https://t.co/fAm4XGD8YE
rihanna,#THETRAINER by #FENTY for @PUMA https://t.co/ROjAp9km4k
rihanna,Thank you @BRITs!!! #RihannaBRITs https://t.co/V0cWSP1X2C
rihanna,UK we back!!! Can't wait to perform at the @BRITs tomorrow! #RihannaBRITs
rihanna,#WORK tops Billboard #Hot100!! Navy you killed it this week! #NavyRDie 🎈🔫
rihanna,#WORK video ft. @Drake! Watch now—&gt; https://t.co/YFv4OWEY7Y https://t.co/U1QwHvIrXb
rihanna,Thank you for blessing me with all this love on my birthday! Yesterday was special! One Love Always
rihanna,SNEAK PEEK! #WORK video ft. @Drake coming Monday https://t.co/YeGLLWFxTl https://t.co/gGphgq6gfa
rihanna,#THETRAINER is coming 2.26 #FENTYxPUMA
rihanna,The countdown to autumn begins. #FENTYxPUMA #NYFW https://t.co/CIiunYhIQH
rihanna,New look from my #FENTYxPUMA collection —&gt; #THETRAINER https://t.co/5HLW0IFgvO
rihanna,#THETRAINER from my FENTY for @PUMA collection...Coming soon #FENTYxPUMA https://t.co/mNKevmDOHp
rihanna,#NAVY so sorry I couldn't be there ..... Thanks Grammys and CBS for your support tonight.
rihanna,#FENTYxPUMA https://t.co/BeFTFmukP1
rihanna,It’s a wrap! Thank you @PUMA squad. The debut #FENTYxPUMA collection is coming! https://t.co/AfthPaOH2V
rihanna,#FENTYxPUMA goes live at 8PM est! Watch on https://t.co/Yak68r8oLJ or @PUMA’s Periscope
rihanna,Download #WORK right here---&gt; https://t.co/atvJ4EMWCL
rihanna,Tomorrow! #FENTYxPUMA takes @NYFW https://t.co/kGcJ83LoHv
rihanna,Navy y’all did this i$h!!! FIRST &amp; ONLY @RIAA certified with 100M song awards &amp; #ANTI is PLATINUM!! Thank you for the love!
rihanna,#ANTI is the number 1 album on the Billboard #Hot200 chart!!! That damn Navy!!! Thank you for your love🎈🔫
rihanna,"NAVY, #ANTI is now in stores worldwide! Pick up your physical copy today!! https://t.co/jpoZOSSU0b"
rihanna,See y'all at the #GRAMMYs February 15 on @CBS at 8e/5p!! https://t.co/XX0j2OIx1x
rihanna,Don't forget to catch me and my girl @TheEllenShow today on NBC!!!
rihanna,#ANTI is still #1 on iTunes --&gt; https://t.co/Zit99VN4R0
rihanna,#ANTI is now available on @iTunes ---&gt; https://t.co/26qonrmixv
rihanna,#WORK feat. @DRAKE ---&gt; https://t.co/atvJ4EMWCL
rihanna,#ANTI ---&gt; https://t.co/26qonrmixv
rihanna,Did you grab #ANTI yet?! @TIDALHiFi —&gt; https://t.co/04hAPrJhLj @GooglePlayMusic —&gt; https://t.co/V9UwDcSfc4
rihanna,#ANTI ---&gt; https://t.co/26qonrmixv
rihanna,#ANTI is number 1 on @itunes ---&gt; https://t.co/26qonrDTp3
rihanna,THANK U NAVY!!! #ANTI IS PLATINUM!! https://t.co/mS5za0Mi05
rihanna,Listen to #WORK from the #ANTI album here —&gt; https://t.co/atvJ4F4xuj
rihanna,#ANTI deluxe album out now on @iTunes! Get 3 new songs —&gt; https://t.co/26qonrmixv https://t.co/DOiI00Zu1N
rihanna,Get #ANTI deluxe on iTunes at midnight EST tonight WORLDWIDE! —&gt; https://t.co/26qonrDTp3
rihanna,Listen to #WORK from the #Anti album here —&gt; https://t.co/atvJ4EMWCL
rihanna,1 MILLION in under 15 hrs!!!! NAVY R die!!!! Thank u to all my fans and @samsungmobileus  Listen to ANTI now: https://t.co/0FRaUXR8bk
rihanna,You guys legit made me the happiest girl in the world!! I'm so grateful that you appreciate the #ANTI album! It's the most rewarding feeling
rihanna,Gift to my navy!!! #ANTI  Download with code: ANTI https://t.co/Pa0juya50t @samsungmobileus https://t.co/5ffWm48v39
rihanna,Final door of #ANTIdiaRy is unlocked! Explore room 8 for #ANTI!! https://t.co/olTwIZzOyF https://t.co/CyXELXnugG
rihanna,"dry me ah desert him, nuh time to have you lurking, him ah go act like he nah like it 🎈"
rihanna,"Thank you guys #WORK is number 1 on iTunes, listen here——&gt; https://t.co/atvJ4EMWCL"
rihanna,#WORK feat @drake on iTunes now---&gt; https://t.co/atvJ4EMWCL 🎈🎈🎈
rihanna,FIRST SINGLE #WORK ft. @Drake from #ANTI is here!! Listen up --&gt; https://t.co/CYqrvPRahc https://t.co/0WvHi4x3Ut
rihanna,listening to ANTI 🎈 https://t.co/AgqlhU0GEz
rihanna,It's just beyond the vault. Discover room 7 of the #ANTIdiaRy at https://t.co/uJ0CLlhoaS https://t.co/povYOBn3Fm
rihanna,Happy Holidaze from @Rihanna and @StanceMuse! #rihannaxstance https://t.co/lpKhQt4hfl
rihanna,Experience room 6 of the #ANTIdiaRy: https://t.co/fGkIAEiomj https://t.co/B0sOmwzDrT
rihanna,Welcome to room 5 of the #ANTIdiaRy: https://t.co/uJ0CLlhoaS https://t.co/SIt1bmQJHQ
rihanna,Tix are on sale for new #ANTIWorldTour dates NOW! Find out when we hit your city: https://t.co/nN4kEYl53A https://t.co/XzsO0C8qbR
rihanna,"Celebrating the power of giving back @ #DiamondBall! Thx to host @KevinHart4real, performer @LionelRichie, &amp; all @ClaraLionelFdn supporters!"
rihanna,New #ANTIWorldTour dates; presale NOW @TIDALHiFi &amp; @AmericanExpress Card Members can get tix https://t.co/ehfoEsytpo https://t.co/ZijQfVVYSb
rihanna,Step into room 4 of the #ANTIdiaRy: https://t.co/uJ0CLlhoaS https://t.co/HpouM2Mkhm
rihanna,"I’m thrilled to share the #DiamondBall auction on @Paddle8, proceeds go to benefit the mission of @ClaraLionelFdn: https://t.co/ZvSA8ogWFW"
rihanna,The third room is here! Open the door to see the #ANTIdiaRy: https://t.co/fGkIAEiomj https://t.co/68PJ7q1dNf
rihanna,#ANTIWorldTour w/guests @TheWeeknd &amp; @BigSean in EU &amp; @trvisXX in North America on sale now! https://t.co/6dW1R8NJkz https://t.co/JD6hvjdlbE
rihanna,bitch better have my mistletoe #rihannaxstance https://t.co/a26Aepqs21
rihanna,Most streamed female artist of 2015! https://t.co/kXKeuBb3Rx
rihanna,#ANTIWorldTour select dates presale NOW-12/2! @AmericanExpress Card Members can get tix: https://t.co/6dW1R8w7VZ https://t.co/OHqgM1rPiE
rihanna,phuck yo nice list 😈 #rihannaxstance https://t.co/yhGATEO2NK
rihanna,https://t.co/ZyOTZaGwnb ❄ #rihannaxstance https://t.co/UgDRaruRZG
rihanna,There's more than meets the eye. The next #ANTIdiaRy room is now open: https://t.co/uJ0CLlhoaS https://t.co/I8AmmtTr9K
rihanna,The @ClaraLionelFdn's annual #DiamondBall is coming Dec 10! Proud of our work so far + can't wait to see what's next https://t.co/IcoLkbfGwX
rihanna,EUROPE &amp; UK I'm excited to come back!! Thank u @theweeknd for joining me &amp; congrats on an outstanding year in music! https://t.co/kVXaBDXHFY
rihanna,#ANTIWorldTour starts Feb 2016! Bringing along @trvisXX in N. America &amp; @theweeknd @bigsean in EU! https://t.co/AwfUdqZivS
rihanna,"Congrats &amp; thank you to the illest, we won another AMA! Thanks for voting &amp; thank you AMAs for acknowledging me as #favoritefemalesoulrnb"
rihanna,Are you in? #ANTIdiaRy https://t.co/fGkIAEiomj https://t.co/T2RG73ienA
rihanna,#THECREEPER —&gt; in men’s sizes &amp; new colors for the ladies! #FENTYXPUMA https://t.co/SqqCsxZPzj
rihanna,#THECREEPER is SOLD OUT at https://t.co/BSehZNeS1M! Still avail at select @PUMA stores &amp; sneaker shops worldwide #FENTYXPUMA
rihanna,#rihannaxstance holiday collection for the naughty list. https://t.co/ZyOTZaGwnb
rihanna,#THECREEPER is back with a new look. Time for a @PUMA upgrade —&gt;https://t.co/hZCy4WbjPb #FENTYXPUMA https://t.co/6gIkAxngAk
rihanna,Excited to share this with you!! #ANTIdiaRy —&gt; https://t.co/uJ0CLlhoaS
rihanna,"@muhtean for now, the guys outside of the U.S., https://t.co/7XkFpI1A7o &amp; https://t.co/qpjiJJnxs1 are prepared ship worldwide on the 20th"
rihanna,"Confirmed: #THECREEPER MEN'S SIZES are launching on #November20th !!!
2 new color ways for the LADIES!!!
---&gt; https://t.co/fx41VmZnnM"
rihanna,"Thank you to #NewYorkTimes @Tmagazine for honoring me as one of #TheGreats cover out now!
Read the story here---&gt;
http://t.co/irP4EhbX5a"
rihanna,"New cover for @theFADER out now! Read the article:
 ---&gt; http://t.co/cS6R6VcA8J #FADER100 http://t.co/ZK8Eyj86hj"
rihanna,"Watch me in Brazil at #RockInRio on @TIDALHiFi, 11:30 EST/8:30 PST on http://t.co/H5RUcK8dmK! http://t.co/c0TgHYsdXg"
rihanna,#FENTYCORP http://t.co/7IvQs3oiiN
rihanna,"#THECREEPER SOLD OUT in 3 Hours!!! Thank you guys! And if you missed it, #THECREEPER launches Globally on the 25th!!! @PUMA"
rihanna,@OfficialDonnie maybe even sooner 😉
rihanna,@stunnafenty MENS ARE COMING IN 2 weeks!!!!
rihanna,#THECREEPER preorder here --&gt; http://t.co/BSehZNeS1M http://t.co/58CPXXNPs6
rihanna,Here's a lil information on how you can meet me at @Macys on Monday -----&gt; https://t.co/euuL2GMPxc #RiRi #RiRibyRihanna
rihanna,Im coming to #BROOKLYN @Macys on August 31st! Come try out my new @PerfumesbyRiRi fragrance #RiRi http://t.co/KXNTtDA2dy
rihanna,LADIES get my latest fragrance #RIRI before it even hits the shelves at http://t.co/NnYovQEGrX http://t.co/qq8tZW6aoJ http://t.co/cRunLBbuVu
rihanna,"Ladies!!! It's about that time!!! Brand new fragrance coming.... ""RiRi"" #ThisisRiRi http://t.co/MBDteDQSTM"
rihanna,Congrats to everyone who's supported my #AMERICANOXYGEN video!!! It's a proud moment to have this… https://t.co/MGNISOtz5q
rihanna,"Check out my latest design project!
BadGal x @Stance Upgrade yo sock game #TheUncommonThread
https://t.co/gB7s6fhZlN http://t.co/gUelW9Wble"
rihanna,"BadGal x stancesocks  Upgrade your sock game. #TheUncommonThread #CallTheShots

#MurderRihWrote
There… https://t.co/vPLwVzZioA"
rihanna,BadGal x @StanceMuse https://t.co/aC3uhBIkB6
rihanna,"Proud to be on the team!!!
@PUMA X BADGAL  #ForeverFaster https://t.co/LjRZF6r7lW"
rihanna,#BBHMMvideo https://t.co/1cJEvEbuGC
rihanna,You can now download the #BBHMMvideo on @AppleMusic --&gt; http://t.co/IRq86zcMgK
rihanna,Get #BBHMM here ---&gt; http://t.co/7dhWNcS0Vr
rihanna,"If you still haven't seen my new #BBHMMVideo WATCH it here NOW
--&gt; http://t.co/ngDSjYsmd8"
rihanna,"#BBHMMVideo
--&gt; http://t.co/ngDSjYsmd8"
rihanna,#BBHMMvideo out now!!!! #VEVO http://t.co/ngDSjYJXBI https://t.co/4KpsqTfIkN
rihanna,WATCH #BBHMMVideo NOW ON #VEVO http://t.co/ngDSjYsmd8
rihanna,In 13 minutes!!!! #BBHMMvideo #VEVO https://t.co/T8Lws3fPIq
rihanna,"#BBHMMvideo
Ya girl got director skillz!!! The concept for this piece came to me 8 months ago!!! So… https://t.co/xLR9K9QSa4"
rihanna,"#BBHMMvideo premieres TONIGHT at MIDNIGHT EST.
on #VEVO https://t.co/LMSl7cJoxH"
rihanna,Thank you God for fulfilling Your plans in my life.... All the Glory belongs to You!!!! https://t.co/96E1Wk50i8
rihanna,Today is a day I'll never forget!!! Thank you #RihannaNavy for allowing me to make history with you!
rihanna,#BBHMMVideo #Thursday ON @Vevo http://t.co/pki3GI8eFe
rihanna,"Incase you missed it on #Tidal , watch “Bitch Better Have My Money” in the studio here ---&gt; http://t.co/m2GWzwk6IC"
rihanna,#BBHMM comes to life in the studio on @TIDALHiFi ------&gt; http://t.co/J4vwfVsDjC
rihanna,Chile!!! Can’t wait to see you September 29. Find more info here —&gt; http://t.co/oL1Y5A4ZN3 #RihannaEnChile
rihanna,So excited to be a part of this @Dior campaign! Watch the full length   #SecretGarden4 film shot by Steven Klein --&gt; http://t.co/u46wXQY2tU
rihanna,Bitch Better Have My $$$ Get #BBHMM now: http://t.co/AfLAX79Fv8 http://t.co/F4Y5Af37AN
rihanna,Go to my website to watch my SNL performances of #BBHMM &amp; #AO―&gt; http://t.co/YUuy7kyzWe
rihanna,"My #SecretGarden4 look from @Dior filmed at Chateau de Versailles
https://t.co/kwdpRtwQW5"
rihanna,shaninamshaik under my Ella https://t.co/wFaEfEAidu
rihanna,Please watch this &amp; follow @anthonydans10 who needs a match within 6 months. Register at http://t.co/3y8Ip6pV2Z http://t.co/q5HbHDvgEz
rihanna,"http://t.co/RJk0cTHYUO
LISTEN---&gt; http://t.co/NFEkIDJnK9"
rihanna,http://t.co/RJk0cTHYUO just crashed #NavyRDie
rihanna,"Go to http://t.co/RJk0cTHYUO right now to hear more new music!!!
 Hear it now —&gt; http://t.co/NFEkIDJnK9"
rihanna,"One of the most important music videos I have made to date...WATCH #AmericanOxygen here worldwide
--&gt; https://t.co/kajmgi5RHC"
rihanna,Get the new #AmericanOxygen worldwide right here!!! http://t.co/I4BDygjjap http://t.co/7bgRE1bL50
rihanna,#RockInRio “@ReblRihanna: Rih sold 85 000 tickets in 57 minutes what kind of slayage is this” #RockInRio2015 I can't wait! Thank you Brazil
rihanna,#AO video out now!! Watch it here ---&gt;   http://t.co/fzSImly4PW  #AmericanOxygen
rihanna,#BBHMM ----&gt; http://t.co/EnCRm3Zy52
rihanna,As you demanded----&gt; #AmericanOxygen now on @TidalHifi --&gt; http://t.co/j8RXWxzgzX #AO
rihanna,“@loverir4eva: American oxygen needs to be release ASAP.” She comin!!! #AO
rihanna,And you SANG EVERY FUCKING WORD!!!! That shit legit give me goosebumps!!! 🔫🔫🔫
rihanna,Thank you Indiana!!!! I would never forget how much fun I had with you tonight!! You blew me away!!! Thank you man!! One love always
rihanna,👀 “@EllisCole_: Rihanna backstage right now https://t.co/HMaPBClAO2”
